sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
BOS1061800SE,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOS1061200SE.jpg,
BOS1063000,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOS1061200SE.jpg,
BOSBT1300B1M,,,,,,,,,,,,,,,,,,,,,,,,BOSBT1300B1M.jpg,
BOSBT1303B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1309B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1314B1M,,,,,,,,,,,,,,,,,,,,,,,,BOSBT1314B1M.jpg,
BOSBT1315GA5,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1340GA5.jpg,
BOSBT1320GA5,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1340GA5.jpg,
BOSBT1325GA5,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1340GA5.jpg,
BOSBT1330GA5,,,,,,,,,,,,,,,,,,,,,,,,BOSBT1330GA5.jpg,
BOSBT1332B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1335B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1335GA5,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1340GA5.jpg,
BOSBT1340B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1340GA5,,,,,,,,,,,,,,,,,,,,,,,,BOSBT1340GA5.jpg,
BOSBT1345B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1345GA5,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1340GA5.jpg,
BOSBT1350B1M,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1300B1M.jpg,
BOSBT1350GA5,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSBT1340GA5.jpg,
BOSF280R50Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/611vw%2BUaseL._AC_SL1000_.jpg,
BOSF280R65GQ,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/611vw%2BUaseL._AC_SL1000_.jpg,
BOSF310R65Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/61%2B%2BqhFnFCL._AC_SL1000_.jpg,
BOSF310R75Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/61%2B%2BqhFnFCL._AC_SL1000_.jpg,
BOSF310R90GQ,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/61%2B%2BqhFnFCL._AC_SL1000_.jpg,
BOSFLN150,,,,,,,,,,,,,,,,,,,,,,,,BOSFLN150.jpg,
BOSFLN200,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSFLN150.jpg,
BOSFN1520,,,,,,,,,,,,,,,,,,,,,,,,BOSFN1520.jpg,
BOSFN1524,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSFN1520.jpg,
BOSFN1528,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSFN1520.jpg,
BOSFN1532,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSFN1520.jpg,
BOSFN1536,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSFN1520.jpg,
BOSHCFN20,,,,,,,,,,,,,,,,,,,,,,,,BOSHCFN20.jpg,
BOSHCFN30,,,,,,,,,,,,,,,,,,,,,,,,BOSHCFN30.jpg,
BOSHCFN40,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSHCFN20.jpg,
BOSHCFN50,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSHCFN20.jpg,
BOSMCN150G38,,,,,,,,,,,,,,,,,,,,,,,,BOSMCN150G38.jpg,
BOSMCN4R38G,,,,,,,,,,,,,,,,,,,,,,,,BOSMCN4R38G.jpg,
BOSN203R25Q,,,,,,,,,,,,,,,,,,,,,,,,BOSN203R25Q.jpg,
BOSN203R35Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN203R40GQ,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN203R40Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN230R45Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN230R50GQ,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN230R50Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN230R55GQ,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSN230R55Q,,,,,,,,,,,,,,,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81CbItT6dsL._AC_SL1500_.jpg,
BOSRH25R5050,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSRH3190G50.jpg,
BOSRH25R5550,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSRH3190G50.jpg,
BOSRH28R5050,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSRH3190G50.jpg,
BOSRH28R6550,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSRH3190G50.jpg,
BOSRH28R7550,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSRH3190G50.jpg,
BOSRH31R9050,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSRH3190G50.jpg,
BOSS28050,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050.jpg,
BOSS28050G8,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050G8.jpg,
BOSS28065,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050.jpg,
BOSS28075,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28075.jpg,
BOSS280R50,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050.jpg,
BOSS280R50G8,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050G8.jpg,
BOSS280R65,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050.jpg,
BOSS280R65G8,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050G8.jpg,
BOSS280R75,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050.jpg,
BOSS280R75G8,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050G8.jpg,
BOSS31090,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28075.jpg,
BOSS31090G8,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050G8.jpg,
BOSS310R90,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050.jpg,
BOSS310R90G8,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSS28050G8.jpg,
BOSSB16125BK,,,,,,,,,,,,,,,,,,,,,,,,BOSSB16125BK.jpg,
BOSSB16125E,,,,,,,,,,,,,,,,,,,,,,,,BOSSB16125E.jpg,
BOSSB16150BK,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB16150E,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB16175BK,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB16175E,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB16200BK,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB1620E,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB16225BK,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSSB16250BK,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/private//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSSB16125BK.jpg,
BOSWW3190G12,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BOSWW3190G12.jpg,
BRK660MBX,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK660MBX.jpg,
BRK670MBX,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK670MBX.jpg,
BRK690MBX,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK690MBX.jpg,
BRK760MBX,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK760MBX.jpg,
BRK760MRL,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK760MRL.jpg,
BRK770MBX,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK770MBX.jpg,
BRK770MRL,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK770MRL.jpg,
BRK790MBX,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK790MBX.jpg,
BRK790MRL,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRK790MRL.jpg,
BRKCO4000EN,,,,,,,,,,,,,,,,,,,,,,,,BRKCO4000EN.jpg,
BRKCO850MBXI,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRKCO850MBXI.jpg,
BRKCO850MRLI,,,,,,,,,,,,,,,,,,,,,,,,https://toolmedia-res.cloudinary.com/image/upload//c_scale,f_auto,q_auto,w_640/toolbank/products/BRKCO850MRLI.jpg,
C114I712,,,,,,,,,,,,,,,,,,,,,,,,https://i.imgur.com/m784BDz.jpg,
D10M100,,,,,,,,,,,,,,,,,,,,,,,,https://i.imgur.com/lqOMU7C.jpg,
D10M16,,,,,,,,,,,,,,,,,,,,,,,,https://i.imgur.com/lqOMU7C.jpg,
D10M20,,,,,,,,,,,,,,,,,,,,,,,,https://i.imgur.com/lqOMU7C.jpg,
D10M24,,,,,,,,,,,,,,,,,,,,,,,,https://i.imgur.com/lqOMU7C.jpg,
