sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online,price,price_structure,url_key,qty
UCRX203,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,HIGH REACH FLOW-THRU BRUSH,Catalog, Search,1,2.5,no,ucrx203,1000
UCRX243,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,ALLOY WHEEL BRUSH,Catalog, Search,1,2.5,no,ucrx243,1000
UCRX349U4,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,X349U4 JUMBO WHEEL BRUSH,Catalog, Search,1,2.5,no,ucrx349u4,1000
UCRX424,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,PVA SYNTHETIC CHAMOIS 64 X 43CM,Catalog, Search,1,2.5,no,ucrx424,1000
UCRX499,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,SILICONE WIPER BLADE,Catalog, Search,1,2.5,no,ucrx499,1000
UCRX5060U4,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,SEAMLESS MICROFIBRE POLISHER 40 X 40CM,Catalog, Search,1,2.5,no,ucrx5060u4,1000
UCRX535U4B,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,LARGE GLASS MICROFIBRE CLOTH 60 X 40CM,Catalog, Search,1,2.5,no,ucrx535u4b,1000
UCRX561U4B,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES",base,HEAVY-DUTY MICROFIBRE CLOTH 40 X 40CM,Catalog, Search,1,2.5,no,ucrx561u4b,1000
UNI1554713,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,HUMIDITY ABSORBER - SMALL,Catalog, Search,1,2.5,no,uni1554713,1000
UNI1807921,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,AERO 360 MOISTURE ABSORBER REFILLS (PACK 2),Catalog, Search,1,2.5,no,uni1807921,1000
UNI1807937,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,AERO 360 MOISTURE ABSORBER DEVICE,Catalog, Search,1,2.5,no,uni1807937,1000
UNI1938842,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,MINI FRESH MOISTURE ABSORBER SACHET (PACK 2),Catalog, Search,1,2.5,no,uni1938842,1000
UNI2008301,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,SMALL MOISTURE ABSORBER LAVENDER POWER TAB REFILL (PACK 2),Catalog, Search,1,2.5,no,uni2008301,1000
UNI2091273,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,AERO 360 MOISTURE ABSORBER AROMATHERAPY LAVENDER REFILLS (PACK 2),Catalog, Search,1,2.5,no,uni2091273,1000
UNI2091538,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS",base,AERO 360 MOISTURE ABSORBER AROMATHERAPY FRUIT SENSATION REFILLS (PACK 2),Catalog, Search,1,2.5,no,uni2091538,1000
UPOAPL1,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,APPLICATOR (SINGLE),Catalog, Search,1,2.5,no,upoapl1,1000
UPOAPL3,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,APPLICATOR (PACK 3),Catalog, Search,1,2.5,no,upoapl3,1000
UPOGFM,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,ISOPON FASTGLAS MATTING 0.55M,Catalog, Search,1,2.5,no,upogfm,1000
UPOGFT,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,ISOPON FASTGLAS TISSUE 1M,Catalog, Search,1,2.5,no,upogft,1000
MEMHTB2060Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 60MM (BOX 25),Catalog, Search,1,2.5,no,memhtb2060z,1000
MEMHTB2065Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 65MM (BOX 25),Catalog, Search,1,2.5,no,memhtb2065z,1000
MEMHTB2075Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 75MM (BOX 20),Catalog, Search,1,2.5,no,memhtb2075z,1000
MEMHTB2080Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 80MM (BOX 20),Catalog, Search,1,2.5,no,memhtb2080z,1000
MEMHTB2085Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M20 X 85MM (BOX 10),Catalog, Search,1,2.5,no,memhtb2085z,1000
MEMHTB24100Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 100MM (BOX 10),Catalog, Search,1,2.5,no,memhtb24100z,1000
MEMHTB24110Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 110MM (BOX 10),Catalog, Search,1,2.5,no,memhtb24110z,1000
MEMHTB24120Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 120MM (BOX 10),Catalog, Search,1,2.5,no,memhtb24120z,1000
MEMHTB24130Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 130MM (BOX 10),Catalog, Search,1,2.5,no,memhtb24130z,1000
MEMHTB24160Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 160MM (BOX 5),Catalog, Search,1,2.5,no,memhtb24160z,1000
MEMHTB24200Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 200MM (BOX 5),Catalog, Search,1,2.5,no,memhtb24200z,1000
MEMHTB24220Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 220MM (BOX 5),Catalog, Search,1,2.5,no,memhtb24220z,1000
MEMHTB24240Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 240MM (BOX 5),Catalog, Search,1,2.5,no,memhtb24240z,1000
MEMHTB2490Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M24 X 90MM (BOX 10),Catalog, Search,1,2.5,no,memhtb2490z,1000
MEMHTB30110Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M30 X 110MM (BOX 5),Catalog, Search,1,2.5,no,memhtb30110z,1000
MEMHTB30120Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M30 X 120MM (BOX 5),Catalog, Search,1,2.5,no,memhtb30120z,1000
MEMHTS1445Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M14 X 45MM (BOX 50),Catalog, Search,1,2.5,no,memhts1445z,1000
MEMHTS1450Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M14 X 50MM (BOX 50),Catalog, Search,1,2.5,no,memhts1450z,1000
MEMHTS1460Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M14 X 60MM (BOX 50),Catalog, Search,1,2.5,no,memhts1460z,1000
MEMHTS1470Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M14 X 70MM (BOX 50),Catalog, Search,1,2.5,no,memhts1470z,1000
MEMHTS16100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 100MM (BOX 25),Catalog, Search,1,2.5,no,memhts16100z,1000
MEMHTS16120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 120MM (BOX 25),Catalog, Search,1,2.5,no,memhts16120z,1000
MEMHTS16130Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 130MM (BOX 25),Catalog, Search,1,2.5,no,memhts16130z,1000
MEMHTS16150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 150MM (BOX 25),Catalog, Search,1,2.5,no,memhts16150z,1000
MEMHTS1625Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 25MM (BOX 50),Catalog, Search,1,2.5,no,memhts1625z,1000
MEMHTS1630Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 30MM (BOX 50),Catalog, Search,1,2.5,no,memhts1630z,1000
MEMHTS1640Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 40MM (BOX 50),Catalog, Search,1,2.5,no,memhts1640z,1000
MEMHTS1645Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 45MM (BOX 50),Catalog, Search,1,2.5,no,memhts1645z,1000
MEMHTS1650Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 50MM (BOX 50),Catalog, Search,1,2.5,no,memhts1650z,1000
MEMHTS1655Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 55MM (BOX 50),Catalog, Search,1,2.5,no,memhts1655z,1000
MEMHTS1665Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 65MM (BOX 25),Catalog, Search,1,2.5,no,memhts1665z,1000
MEMHTS1670Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memhts1670z,1000
MEMHTS640Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 40MM (BOX 200),Catalog, Search,1,2.5,no,memhts640z,1000
MEMHTS645Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 45MM (BOX 200),Catalog, Search,1,2.5,no,memhts645z,1000
MEMHTS650Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 50MM (BOX 200),Catalog, Search,1,2.5,no,memhts650z,1000
MEMHTS655Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 55MM (BOX 200),Catalog, Search,1,2.5,no,memhts655z,1000
MEMHTS660Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 60MM (BOX 200),Catalog, Search,1,2.5,no,memhts660z,1000
MEMHTS670S,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 70MM (BOX 200),Catalog, Search,1,2.5,no,memhts670s,1000
MEMHTS675Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 75MM (BOX 200),Catalog, Search,1,2.5,no,memhts675z,1000
MEMHTS812Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 12MM (BOX 200),Catalog, Search,1,2.5,no,memhts812z,1000
MEMHTS816Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 16MM (BOX 200),Catalog, Search,1,2.5,no,memhts816z,1000
MEMHTS820Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 20MM (BOX 200),Catalog, Search,1,2.5,no,memhts820z,1000
MEMHTS825Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 25MM (BOX 200),Catalog, Search,1,2.5,no,memhts825z,1000
MEMHTS835Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 35MM (BOX 200),Catalog, Search,1,2.5,no,memhts835z,1000
MEMHTS840Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 40MM (BOX 200),Catalog, Search,1,2.5,no,memhts840z,1000
MEMHTS845Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 45MM (BOX 200),Catalog, Search,1,2.5,no,memhts845z,1000
MEMHTS855Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 55MM (BOX 200),Catalog, Search,1,2.5,no,memhts855z,1000
MEMHTS860Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 60MM (BOX 200),Catalog, Search,1,2.5,no,memhts860z,1000
MEMWAA5Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 5MM (BOX 1000),Catalog, Search,1,2.5,no,memwaa5z,1000
MEMWAA6Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 6MM (BOX 100),Catalog, Search,1,2.5,no,memwaa6z,1000
MEMWAA8Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 8MM (BOX 100),Catalog, Search,1,2.5,no,memwaa8z,1000
MEMWAR1025Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 10MM X 25 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar1025z,1000
MEMWAR1030Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 10MM X 30 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar1030z,1000
MEMWAR1038Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 10MM X 38 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar1038z,1000
MEMWAR1250Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 12MM X 50 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar1250z,1000
MEMWAR520Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 5MM X 20 X 1.25 (BOX 1000),Catalog, Search,1,2.5,no,memwar520z,1000
MEMWAR525Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 5MM X 25 X 1.50 (BOX 1000),Catalog, Search,1,2.5,no,memwar525z,1000
MEMWAR620Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 6MM X 20 X 1.25 (BOX 100),Catalog, Search,1,2.5,no,memwar620z,1000
MEMWAR630Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 6MM X 30 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar630z,1000
MEMWAR638Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 6MM X 38 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar638z,1000
MEMWAR650Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 6MM X 50 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar650z,1000
MEMWAR830Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 8MM X 30 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar830z,1000
MEMWAR838Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 8MM X 38 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar838z,1000
MEMWAR850Z,FRANCISKIRK,simple,"WASHERS/REPAIR WASHER",base,REPAIR WASHER ZP 8MM X 50 X 1.50 (BOX 100),Catalog, Search,1,2.5,no,memwar850z,1000
MEMHTB30150Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M30 X 150MM (BOX 5),Catalog, Search,1,2.5,no,memhtb30150z,1000
MEMHTB30200Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M30 X 200MM (BOX 5),Catalog, Search,1,2.5,no,memhtb30200z,1000
MEMHTB3090Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M30 X 90MM (BOX 5),Catalog, Search,1,2.5,no,memhtb3090z,1000
MEMHTB8100Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 100MM (BOX 100),Catalog, Search,1,2.5,no,memhtb8100z,1000
MEMHTB8120Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 120MM (BOX 100),Catalog, Search,1,2.5,no,memhtb8120z,1000
MEMHTB845Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 45MM (BOX 200),Catalog, Search,1,2.5,no,memhtb845z,1000
MEMHTB850Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 50MM (BOX 200),Catalog, Search,1,2.5,no,memhtb850z,1000
MEMHTB860Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 60MM (BOX 100),Catalog, Search,1,2.5,no,memhtb860z,1000
MEMHTB870Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 70MM (BOX 100),Catalog, Search,1,2.5,no,memhtb870z,1000
MEMHTB875Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 75MM (BOX 100),Catalog, Search,1,2.5,no,memhtb875z,1000
MEMHTB880Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 80MM (BOX 100),Catalog, Search,1,2.5,no,memhtb880z,1000
MEMHTB890Z,FRANCISKIRK,simple,"HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS",base,HIGH TENSILE BOLT ZP M8 X 90MM (BOX 100),Catalog, Search,1,2.5,no,memhtb890z,1000
MEMHTS10100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 100MM (BOX 50),Catalog, Search,1,2.5,no,memhts10100z,1000
MEMHTS10110Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 110MM (BOX 50),Catalog, Search,1,2.5,no,memhts10110z,1000
MEMHTS10120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 120MM (BOX 50),Catalog, Search,1,2.5,no,memhts10120z,1000
MEMHTS10130Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 130MM (BOX 50),Catalog, Search,1,2.5,no,memhts10130z,1000
MEMHTS1675Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 75MM (BOX 25),Catalog, Search,1,2.5,no,memhts1675z,1000
MEMHTS1680Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 80MM (BOX 25),Catalog, Search,1,2.5,no,memhts1680z,1000
MEMHTS1690Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 90MM (BOX 25),Catalog, Search,1,2.5,no,memhts1690z,1000
MEMHTS20100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 100MM (BOX 20),Catalog, Search,1,2.5,no,memhts20100z,1000
MEMHTS20120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 120MM (BOX 15),Catalog, Search,1,2.5,no,memhts20120z,1000
MEMHTS20130Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 130MM (BOX 10),Catalog, Search,1,2.5,no,memhts20130z,1000
MEMHTS20150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 150MM (BOX 10),Catalog, Search,1,2.5,no,memhts20150z,1000
MEMHTS2045Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 45MM (BOX 25),Catalog, Search,1,2.5,no,memhts2045z,1000
MEMHTS2050Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 50MM (BOX 25),Catalog, Search,1,2.5,no,memhts2050z,1000
MEMHTS2055Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 55MM (BOX 25),Catalog, Search,1,2.5,no,memhts2055z,1000
MEMHTS2065Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 65MM (BOX 25),Catalog, Search,1,2.5,no,memhts2065z,1000
MEMHTS2070Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memhts2070z,1000
MEMHTS2075Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 75MM (BOX 25),Catalog, Search,1,2.5,no,memhts2075z,1000
MEMHTS2080Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 80MM (BOX 20),Catalog, Search,1,2.5,no,memhts2080z,1000
MEMHTS24100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 100MM (BOX 10),Catalog, Search,1,2.5,no,memhts24100z,1000
MEMHTS24120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 120MM (BOX 10),Catalog, Search,1,2.5,no,memhts24120z,1000
MEMHTS865Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 65MM (BOX 100),Catalog, Search,1,2.5,no,memhts865z,1000
MEMHTS870Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 70MM (BOX 100),Catalog, Search,1,2.5,no,memhts870z,1000
MEMHTS875Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 75MM (BOX 100),Catalog, Search,1,2.5,no,memhts875z,1000
MEMHTS880Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 80MM (BOX 100),Catalog, Search,1,2.5,no,memhts880z,1000
MEMHTS890Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 90MM (BOX 100),Catalog, Search,1,2.5,no,memhts890z,1000
MEMNYNP12Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M12 (BOX 100),Catalog, Search,1,2.5,no,memnynp12z,1000
MEMNYNP14Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M14 (BOX 100),Catalog, Search,1,2.5,no,memnynp14z,1000
