sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online
MEMCAP2025Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 25MM (BOX 200),"Catalog, Search",1
MEMCAP860Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 60MM (BOX 100),"Catalog, Search",1
MEMCAP2470,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M24 X 70MM (BOX 10),"Catalog, Search",1
MEMCAP10100,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 100MM (BOX 50),"Catalog, Search",1
MEMCAP10100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 100MM (BOX 50),"Catalog, Search",1
MEMCAP10120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 120MM (BOX 50),"Catalog, Search",1
MEMCAP1016Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 16MM (BOX 200),"Catalog, Search",1
MEMCAP1020,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 20MM (BOX 200),"Catalog, Search",1
MEMCAP1025,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 25MM (BOX 200),"Catalog, Search",1
MEMCAP1030,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 30MM (BOX 200),"Catalog, Search",1
MEMCAP1035,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 35MM (BOX 200),"Catalog, Search",1
MEMCAP1035Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 35MM (BOX 200),"Catalog, Search",1
MEMCAP1040,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 40MM (BOX 100),"Catalog, Search",1
MEMCAP1040Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 40MM (BOX 100),"Catalog, Search",1
MEMCAP1050,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 50MM (BOX 100),"Catalog, Search",1
MEMCAP1050Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 50MM (BOX 100),"Catalog, Search",1
MEMCAP1060,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 60MM (BOX 100),"Catalog, Search",1
MEMCAP1060Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 60MM (BOX 100),"Catalog, Search",1
MEMCAP1070,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 70MM (BOX 100),"Catalog, Search",1
MEMCAP1070Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 70MM (BOX 100),"Catalog, Search",1
MEMCAP1080,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M10 X 80MM (BOX 100),"Catalog, Search",1
MEMCAP1080Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M10 X 80MM (BOX 100),"Catalog, Search",1
MEMCAP12100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 100MM (BOX 50),"Catalog, Search",1
MEMCAP12110,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 110MM (BOX 50),"Catalog, Search",1
MEMCAP2080,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 80MM (BOX 25),"Catalog, Search",1
MEMCAP2090,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 90MM (BOX 25),"Catalog, Search",1
MEMCAP24120,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M24 X 120MM (BOX 10),"Catalog, Search",1
MEMCAP24130,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M24 X 130MM (BOX 10),"Catalog, Search",1
MEMCAP24140,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M24 X 140MM (BOX 10),"Catalog, Search",1
MEMCAP24180,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M24 X 180MM (BOX 10),"Catalog, Search",1
MEMCAP30100,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M30 X 100MM (SINGLE),"Catalog, Search",1
MEMCAP30110,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M30 X 110MM (SINGLE),"Catalog, Search",1
MEMCAP30120,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M30 X 120MM (SINGLE),"Catalog, Search",1
MEMCAP30160,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M30 X 160MM (SINGLE),"Catalog, Search",1
MEMCAP412Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M4 X 12MM (BOX 200),"Catalog, Search",1
MEMCAP420Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M4 X 20MM (BOX 200),"Catalog, Search",1
MEMCAP4530Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M5 X 30MM (BOX 200),"Catalog, Search",1
MEMCAP510Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M5 X 10MM (BOX 200),"Catalog, Search",1
MEMCAP512Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M5 X 12MM (BOX 200),"Catalog, Search",1
MEMCAP516Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M5 X 16MM (BOX 200),"Catalog, Search",1
MEMCAP865Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 65MM (BOX 100),"Catalog, Search",1
MEMCAP870Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 70MM (BOX 100),"Catalog, Search",1
MEMCAP12120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 120MM (BOX 50),"Catalog, Search",1
MEMCAP12130,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 130MM (BOX 50),"Catalog, Search",1
MEMCAP12180,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 180MM (BOX 50),"Catalog, Search",1
MEMCAP1225Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 25MM (BOX 100),"Catalog, Search",1
MEMCAP1230,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 30MM (BOX 100),"Catalog, Search",1
MEMCAP1230Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 30MM (BOX 100),"Catalog, Search",1
MEMCAP1235,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 35MM (BOX 100),"Catalog, Search",1
MEMCAP1240Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 40MM (BOX 50),"Catalog, Search",1
MEMCAP1245,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 45MM (BOX 50),"Catalog, Search",1
MEMCAP1245Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 45MM (BOX 50),"Catalog, Search",1
MEMCAP1250,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 50MM (BOX 50),"Catalog, Search",1
MEMCAP1255,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 55MM (BOX 50),"Catalog, Search",1
MEMCAP1255Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 55MM (BOX 50),"Catalog, Search",1
MEMCAP1260,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 60MM (BOX 50),"Catalog, Search",1
MEMCAP1260Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 60MM (BOX 50),"Catalog, Search",1
MEMCAP1270Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 70MM (BOX 50),"Catalog, Search",1
MEMCAP610Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 10MM (BOX 200),"Catalog, Search",1
MEMCAP612Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 12MM (BOX 200),"Catalog, Search",1
MEMCAP616,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 16MM (BOX 200),"Catalog, Search",1
MEMCAP616Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 16MM (BOX 200),"Catalog, Search",1
MEMCAP620Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 20MM (BOX 200),"Catalog, Search",1
MEMCAP625,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 25MM (BOX 200),"Catalog, Search",1
MEMCAP625Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 25MM (BOX 200),"Catalog, Search",1
MEMCAP630,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 30MM (BOX 200),"Catalog, Search",1
MEMCAP635,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 35MM (BOX 200),"Catalog, Search",1
MEMCAP635Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 35MM (BOX 200),"Catalog, Search",1
MEMCAP640,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 40MM (BOX 200),"Catalog, Search",1
MEMCAP640Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 40MM (BOX 200),"Catalog, Search",1
MEMCAP650Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 50MM (BOX 200),"Catalog, Search",1
MEMCAP660,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 60MM (BOX 200),"Catalog, Search",1
MEMCAP660Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 60MM (BOX 200),"Catalog, Search",1
MEMCAP670Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M6 X 70MM (BOX 200),"Catalog, Search",1
MEMCAP1280,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M12 X 80MM (BOX 50),"Catalog, Search",1
MEMCAP1280Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 80MM (BOX 50),"Catalog, Search",1
MEMCAP1290Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M12 X 90MM (BOX 50),"Catalog, Search",1
MEMCAP16100,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 100MM (BOX 25),"Catalog, Search",1
MEMCAP16100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 100MM (BOX 25),"Catalog, Search",1
MEMCAP16110,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 110MM (BOX 25),"Catalog, Search",1
MEMCAP16110Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 110MM (BOX 25),"Catalog, Search",1
MEMCAP16150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 150MM (BOX 25),"Catalog, Search",1
MEMCAP1635,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 35MM (BOX 25),"Catalog, Search",1
MEMCAP1640,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 40MM (BOX 25),"Catalog, Search",1
MEMCAP1640Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 40MM (BOX 25),"Catalog, Search",1
MEMCAP1650,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 50MM (BOX 25),"Catalog, Search",1
MEMCAP1650Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 50MM (BOX 25),"Catalog, Search",1
MEMCAP1655,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 55MM (BOX 25),"Catalog, Search",1
MEMCAP1660,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 60MM (BOX 25),"Catalog, Search",1
MEMCAP1665,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 65MM (BOX 25),"Catalog, Search",1
MEMCAP8100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 100MM (BOX 100),"Catalog, Search",1
MEMCAP812Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 12MM (BOX 200),"Catalog, Search",1
MEMCAP816,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 16MM (BOX 200),"Catalog, Search",1
MEMCAP816Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 16MM (BOX 200),"Catalog, Search",1
MEMCAP820Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 20MM (BOX 200),"Catalog, Search",1
MEMCAP825,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 25MM (BOX 200),"Catalog, Search",1
MEMCAP825Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 25MM (BOX 200),"Catalog, Search",1
MEMCAP830,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 30MM (BOX 200),"Catalog, Search",1
MEMCAP835,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 35MM (BOX 200),"Catalog, Search",1
MEMCAP835Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 35MM (BOX 200),"Catalog, Search",1
MEMCAP840,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 40MM (BOX 200),"Catalog, Search",1
MEMCAP840Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 40MM (BOX 200),"Catalog, Search",1
MEMCAP845Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 45MM (BOX 200),"Catalog, Search",1
MEMCAP850,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M8 X 50MM (BOX 100),"Catalog, Search",1
MEMCAP850Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 50MM (BOX 100),"Catalog, Search",1
MEMCAP855Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M8 X 55MM (BOX 100),"Catalog, Search",1
MEMCAP1670,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 70MM (BOX 25),"Catalog, Search",1
MEMCAP1670Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 70MM (BOX 25),"Catalog, Search",1
MEMCAP1680,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 80MM (BOX 25),"Catalog, Search",1
MEMCAP1680Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 80MM (BOX 25),"Catalog, Search",1
MEMCAP1690,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M16 X 90MM (BOX 25),"Catalog, Search",1
MEMCAP1690Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M16 X 90MM (BOX 25),"Catalog, Search",1
MEMCAP20110,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 110MM (BOX 25),"Catalog, Search",1
MEMCAP20120,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 120MM (BOX 25),"Catalog, Search",1
MEMCAP20150,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 150MM (BOX 10),"Catalog, Search",1
MEMCAP20180,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M20 X 180MM (BOX 10),"Catalog, Search",1
