sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
BS004,BEESWIFT,B-SAFE EAR DEFENDER,,,,,,,,,1,,1,B-SAFE PREPACK RANGE,,,,,PPE/HEARING PROTECTION"1,8.3,,1,https://www.beeswiftonline.com/Images/Extra/BS004_1@.jpg,
DA,BEESWIFT,DISPOSABLE APRON - WHITE / BLUE,,,,,,,,,1,,1,CLICK ONCE RANGE,,,,,PPE/APRONS/PVC APRON"1,45.35,,1,https://www.beeswiftonline.com/Images/DAB42DP.JPG,
GRP154,TOOLBANK,YELLOW PLASTERBOARD FIXINGS 15MM (PACK 4),,,,,,,,,1,,1,GRIPIT,,,,,ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/GRP154.jpg,
ANWH20111,BEESWIFT,MICROGARD 2000 WHITE BOILERSUIT COVERALL,,,,,,,,,1,,1,ANSELL,,,,,PPE/BOILERSUITS"1,10.35,,1,https://www.beeswiftonline.com/Images/ANWH20111.JPG,
PAHW,BEESWIFT,PVC APRON - PACK OF 10,,,,,,,,,1,,1,CLICK APRONS/ACCESSORIES,,,,,PPE/APRONS/PVC APRON"1,62.2,,1,https://www.beeswiftonline.com/Images/PAHWBL.JPG,
CM0004,BEESWIFT,HSE ONE PERSON KIT IN PVC POUCH,,-,-,-,-,-,,,1,,1,CLICK MEDICAL,,,-,-,PPE/FIRST AID KITS/FIRST AID KITS"1,3.75,,1,https://www.beeswiftonline.com/Images/CM0004.JPG,
CM0126,BEESWIFT,BSI LARGE REFILL (4401L),,-,-,-,-,-,,,1,,1,CLICK MEDICAL,,,-,-,PPE/REFILL KITS/REFILL KITS"1,23.8,,1,https://www.beeswiftonline.com/Images/CM0125.JPG,
CMA48,BEESWIFT,CHEMMASTER PVC APRON GREEN 48"X36",,,,,,,,,1,,1,CLICK APRONS/ACCESSORIES,,,,,PPE/APRONS/PVC APRON"1,63.5,,1,https://www.beeswiftonline.com/Images/CMA48.JPG,
RAWM810LB,TOOLBANK,RAWLBOLT LOOSE BOLT M8/10L (BAG 5),,,,,,,,,1,,1,RAWLPLUG,,,-,,ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/RAWM610LB.jpg,
RAWM825PB,TOOLBANK,RAWLBOLT PROJECTING BOLT M8/25P (BAG 5),,,,,,,,,1,,1,RAWLPLUG,,,-,,ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/RAWM610PB.jpg,
DESCW,BEESWIFT,TYVEK 200 EASYSAFE WHITE GLOVES,,,,,,,,,1,,1,DUPONT RANGE,,,,,PPE/PROTECTIVE COVERALL/CHEMICAL PROTECTIVE COVERALL"1,5.93,,1,https://www.beeswiftonline.com/Images/DESCW.JPG,
TAC1530,TOOLBANK,15 GAUGE HARDENED FINISH NAILS 30MM PACK 1500,,,,,,,,,1,,1,TACWISE,,,-,,NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/TAC1530.jpg,
MEMCAP1045,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M10 X 45MM (BOX 100),,METRIC,M10,45 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
GRP254,TOOLBANK,BLUE PLASTERBOARD FIXINGS 25MM (PACK 4),,,,,,,,,1,,1,GRIPIT,,,-,,ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/GRP254.jpg,
MEMHTS1225Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M12 X 25MM (BOX 100),,METRIC,M12,25 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS2475Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M24 X 75MM (BOX 10),,METRIC,M24,75 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS16100Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M16 X 100MM (BOX 25),,METRIC,M16,100 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS675Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M6 X 75MM (BOX 200),,METRIC,M6,75 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS20120Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M20 X 120MM (BOX 15),,METRIC,M20,120 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS880Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M8 X 80MM (BOX 100),,METRIC,M8,80 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS1025Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M10 X 25MM (BOX 200),,METRIC,M10,25 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS1280Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M12 X 80MM (BOX 50),,METRIC,M12,80 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS1665Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M16 X 65MM (BOX 25),,METRIC,M16,65 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS24100Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M24 X 100MM (BOX 10),,METRIC,M24,100 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
MEMHTS1075Z,TOOLBANK,HIGH TENSILE SET SCREW ZP M10 X 75MM (BOX 100),,METRIC,M10,75 MM,ZINC,GRADE 8.8,,,1,,1,METALMATE,,,5.05E+12,-,HEXAGONAL PRODUCTS/HEXAGON SET/PREPACKED SET SCREWS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTS610Z.jpg,
UPOON1,TOOLBANK,ONION MULTI LAYER MIXING BOARD 1 PACK (100 SHEETS),,,,,,,,,1,,1,U-POL,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UPOON1.jpg,
TWX51791,TOOLBANK,INTERIOR 1 MULTIPURPOSE CLEANER 400ML,,,,,,,,,1,,1,TURTLE WAX,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/TWX51791.jpg,
UPORESM,TOOLBANK,ISOPON FASTGLAS LAMINATING RESIN TIN 250ML,,,,,,,,,1,,1,U-POL,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UPORESM.jpg,
UPOP401,TOOLBANK,P.40 BODY FILLER FOR HOLES TIN 600ML,,,,,,,,,1,,1,U-POL,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UPOP401.jpg,
UCRX932U4,TOOLBANK,MICROFIBRE CLOTHS 30 X 40CM (PACK 6),,,,,,,,,1,,1,U-CARE,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UCRX932U4.jpg,
SCJ316524,TOOLBANK,MR MUSCLE MULTI-SURFACE CLEANER 750ML,,,,,,,,,1,,1,SC JOHNSON PROFESSIONAL,,,,,CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/SCJ316524.jpg,
SCJ316526,TOOLBANK,MR MUSCLE WASHROOM CLEANER 750ML,,,,,,,,,1,,1,SC JOHNSON PROFESSIONAL,,,,,CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/SCJ316526.jpg,
UCRX110U1D,TOOLBANK,HANDY SPONGES (PACK 5),,,,,,,,,1,,1,U-CARE,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UCRX110U1D.jpg,
MEMFN4Z,TOOLBANK,HEXAGON FULL NUT ZP M4 (BOX 2000),,,,,,,,,1,,1,METALMATE,,,,,NUTS/HEX NUTS/FULL NUTS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMFN4Z.jpg,
MEMLN10Z,TOOLBANK,HEXAGON LOCK NUT ZP M10 (BOX 500),,,,,,,,,1,,1,METALMATE,,,,,NUTS/HEX NUTS"1,2.5,2.5,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMLN10Z.jpg,
FORSPETF150G,TOOLBANK,SPECTRE TIMBERFIX SCREW 6.3 X 150MM (BOX 50),,,,,,,,,1,,1,FORGEFIX,,,,,SCREWS/TIMBER FIXING & DECKING SCREWS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/FORSPETF150G.jpg,
MEMHTB645Z,TOOLBANK,HIGH TENSILE BOLT ZP M6 X 45MM (BOX 200),,,,,,,,,1,,1,METALMATE,,,,,HEXAGONAL PRODUCTS/HIGH TENSILE BOLTS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMHTB645Z.jpg,
GRPASSKIT,TOOLBANK,PLASTERBOARD FIXINGS ASSORTED KIT, 32 PIECE,,,,,,,,,1,,1,GRIPIT,,,,,ANCHORING PRODUCTS/CAVITY WALL & PLATERBOARD FIXINGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/GRPASSKIT.jpg,
TWX53328,TOOLBANK,REDLINE WHEEL CLEANER 750ML,,,,,,,,,1,,1,TURTLE WAX,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/TWX53328.jpg,
FAIAUFUNNEL,TOOLBANK,PLASTIC FUNNEL 200MM,,,,,,,,,1,,1,FAITHFULL,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/FAIAUFUNNEL.jpg,
PKT000279,TOOLBANK,CYCLING CHAIN OIL - ULTRA 100ML,,,,,,,,,1,,1,PLASTIKOTE,,,-,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/PKT000279.jpg,
UCRPSPONGE,TOOLBANK,POP-UP JUMBO SPONGE - VACUUM PACKED,,,,,,,,,1,,1,U-CARE,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BRUSHES, CHAMOIS & SPONGES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UCRPSPONGE.jpg,
PKT000270,TOOLBANK,CYCLING SHINE & PROTECT 400ML,,,,,,,,,1,,1,PLASTIKOTE,,,-,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/PKT000270.jpg,
TWX52738,TOOLBANK,POWER OUT! CARPET & MATS CLEANER 400ML,,,,,,,,,1,,1,TURTLE WAX,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/VALETING CONSUMABLES"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/TWX52738.jpg,
FORDS4575,TOOLBANK,DECKING SCREW POZI COMPATIBLE ST GREEN ANTI-CORROSION 4.5 X 75MM BOX 200,,METRIC,M4.5,75 MM,,,,,1,,1,FORGEFIX,,,-,,SCREWS/TIMBER FIXING & DECKING SCREWS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/FORDS4575.jpg,
VIT331061,TOOLBANK,PREMIUM VALVED MOULDED PAINT & ODOUR MASK FFP1,,,,,,,,,1,,1,VITREX,,,,,PPE/PERSONAL PROTECTION EQUIPMENT/DUST MASKS - FFP1 PROTECTION"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/VIT331061.jpg,
PKT090307,TOOLBANK,PRO CERAMIC GREASE SPRAY 500ML,,,,,,,,,1,,1,PLASTIKOTE,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/PKT090307.jpg,
PKT090308,TOOLBANK,PRO TAR SPRAY 500ML,,,,,,,,,1,,1,PLASTIKOTE,,,,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/PKT090308.jpg,
UPOEASY,TOOLBANK,EASY 1 BODY FILLER 3 LITRE,,,,,,,,,1,,1,U-POL,,,-,,CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UPOEASY.jpg,
UNI1554712,TOOLBANK,SMALL MOISTURE ABSORBER NEUTRAL POWER TAB REFILL (PACK 2),,,,,,,,,1,,1,UNIBOND,,,,,CLEANING PRODUCTS/CLEANING & HEATING/DEHUMIDIFIERS & MOISTURE ABSORBERS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/UNI1554712.jpg,
FORDS4550GT,TOOLBANK,FORGEFAST TORX COMPATIBLE DECKING SCREWS CSK GREEN 4.5X50 T25 TUB 600,,METRIC,,,,,,,1,,1,FORGEFIX,,,-,,SCREWS/TIMBER FIXING & DECKING SCREWS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/FORDS4550GT.jpg,
GRGGTAW11,TOOLBANK,GORILLA TAPE ALL-WEATHER EXTREME 48MM X 11M BLACK,,,,,,,,,1,,1,GORILLA GLUE,,,-,,ANCHORING PRODUCTS/WATERPROOF TAPE"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/GRGGTAW11.jpg,
RAWM6EYEB,TOOLBANK,RAWLBOLT EYE BOLT M6 (BAG 5),,,,,,,,,1,,1,RAWLPLUG,,,,,ANCHORING PRODUCTS/FIXINGS/HOOK & EYE MASONRY FIXINGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/RAWM6EYEB.jpg,
16MCP1054,PHILIDAS,16MM - PHILIDAS TURRET GRADE 10 NUT -ZINC & YELLOW,,METRIC,M16,,ZINC & YELLOW,GRADE 10,,,1,,100,PHILIDAS,,,-,,NUTS/TURRET NUT/TURRET NUTS - ZINC & YELLOW"1,172.5,1.73,1,https://i.imgur.com/L0vjFl1.jpg,
30MCP1054,PHILIDAS,30MM TURRET GRADE 10 PHILIDAS NUTS ZINC & YELLOW,,METRIC,M30,,ZINC & YELLOW,GRADE 10,,,1,,100,PHILIDAS,,,-,,NUTS/TURRET NUT/TURRET NUTS - ZINC & YELLOW"1,2500,25,1,https://i.imgur.com/eeEnivM.jpg,
22MFI1054,PHILIDAS,22MM INDUSTRIAL FINE PITCH GRADE 10 Z & Y PHILIDAS,,METRIC,M22,,ZINC & YELLOW,GRADE 10,,,1,,100,PHILIDAS,,,-,,NUTS/INDUSTRIAL NUT/INDUSTRIAL NUTS - ZINC & YELLOW"1,2500,25,1,https://i.imgur.com/dLmxw4i.jpg,
22MFP854,PHILIDAS,22MM TURRET FINE PITCH ZINC YELLOW PHILIDAS,,METRIC,M22,,ZINC & YELLOW,GRADE 8,,,1,,100,PHILIDAS,,,-,,NUTS/TURRET NUT/TURRET NUTS - ZINC & YELLOW"1,2500,25,1,https://i.imgur.com/spcbKwL.jpg,
VIL150730,TOOLBANK,SUPERMOCIO 3ACTION XL REFILL,,,,,,,,,1,,1,VILEDA,,,,,CLEANING PRODUCTS/BRUSHES, BROOMS & MOPS/MOPS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/VIL150730.jpg,
M9432,BEESWIFT,MOLDEX 9432 ABEK1P3 FULL FACE MASK M,,-,-,-,-,-,,,1,,1,MOLDEX METRIC RANGE,,,-,-,PPE/FACE MASKS/FULL FACE MASK"1,194.28,,1,https://www.beeswiftonline.com/Images/M9432.JPG,
M9995,BEESWIFT,MOLDEX 9995 FULL FACE MASK STORAGE BOX,,-,-,-,-,-,,,1,,1,MOLDEX METRIC RANGE,,,-,-,PPE/FACE MASKS/FACE MASK STORAGE BOX"1,11.48,,1,https://www.beeswiftonline.com/Images/M9995.JPG,
VIT333150,TOOLBANK,TAPERED DISPOSABLE EARPLUGS 33 DB (100 PAIRS),,,,,,,,,1,,1,VITREX,,,,,PPE/PERSONAL PROTECTION EQUIPMENT/EAR DEFENDERS & EARPLUGS"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/VIT333150.jpg,
MEMCAP24150,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M24 X 150MM (BOX 10),,METRIC,M24,150 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
MEMCAP16120Z,TOOLBANK,SOCKET CAP SCREW ZP M16 X 120MM (BOX 25),,METRIC,M16,120 MM,ZINC,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMCAP412Z.jpg,
MEMCAP860,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M8 X 60MM (BOX 100),,METRIC,M8,60 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
MEMCAP2010Z,TOOLBANK,SOCKET CAP SCREW ZP M10 X 20MM (BOX 200),,METRIC,M10,20 MM,ZINC,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMCAP412Z.jpg,
MEMCAP1240,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M12 X 40MM (BOX 50),,METRIC,M12,40 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
MEMCAP1045Z,TOOLBANK,SOCKET CAP SCREW ZP M10 X 45MM (BOX 100),,METRIC,M10,45 MM,ZINC,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMCAP412Z.jpg,
MEMCAP1065Z,TOOLBANK,SOCKET CAP SCREW ZP M10 X 65MM (BOX 100),,METRIC,M10,65 MM,ZINC,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMCAP412Z.jpg,
MEMCAP1225,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M12 X 25MM (BOX 100),,METRIC,M12,25 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
MEMCAP1235Z,TOOLBANK,SOCKET CAP SCREW ZP M12 X 35MM (BOX 100),,METRIC,M12,35 MM,ZINC,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMCAP412Z.jpg,
MEMCAP1250Z,TOOLBANK,SOCKET CAP SCREW ZP M12 X 50MM (BOX 50),,METRIC,M12,50 MM,ZINC,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMCAP412Z.jpg,
MEMCAP1270,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M12 X 70MM (BOX 50),,METRIC,M12,70 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
MEMCAP1290,TOOLBANK,SOCKET CAP SCREW SELF COLOUR M12 X 90MM (BOX 50),,METRIC,M12,90 MM,SELF COLOUR,,,,1,,1,METALMATE,,,-,,SOCKET PRODUCTS/SOCKET CAP"1,2.5,,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/MEMSCAP416.jpg,
