sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
K3M20,BRIGHTON BEST,M3 x 20 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M3,20 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.83,.03,1,https://i.imgur.com/3T261yg.jpg,
K3M35,BRIGHTON BEST,M3-0.50x35 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M3,35 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,4.85,.05,1,https://i.imgur.com/3T261yg.jpg,
K3M25,BRIGHTON BEST,M3 x 25 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M3,25 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.88,.02,1,https://i.imgur.com/3T261yg.jpg,
K3M40,BRIGHTON BEST,M3-0.50x40 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M3,40 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,6.45,.06,1,https://i.imgur.com/3T261yg.jpg,
K3M30,BRIGHTON BEST,M3 x 30 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M3,30 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.08,.03,1,https://i.imgur.com/3T261yg.jpg,
K2M8,BRIGHTON BEST,M2-0.40x8 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M2,8 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.48,.03,1,https://i.imgur.com/3T261yg.jpg,
K4M6,BRIGHTON BEST,M4 x 6 - SOCKET COUNTERSUNK - SELF COLOUR,,METRIC,M4,6 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.3,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M8,BRIGHTON BEST,M4 x 8 COUNTERSUNK SOCKET HEAD 10.9 - SELF COLOUR,,METRIC,M4,8 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.23,.01,1,https://i.imgur.com/3T261yg.jpg,
K2M10,BRIGHTON BEST,M2-0.40x10 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M2,10 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.38,.03,1,https://i.imgur.com/3T261yg.jpg,
K4M10,BRIGHTON BEST,M4 x 10 - COUNTERSUNK - GRADE 10.9 - SELF COLOUR,,METRIC,M4,10 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M14,BRIGHTON BEST,M4-0.70x14 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M4,14 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.23,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M12,BRIGHTON BEST,M4 x 12 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M4,12 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.35,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M15,BRIGHTON BEST,M4 x 15 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M4,15 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.03,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M16,BRIGHTON BEST,M4 x 16 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M4,16 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.25,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M18,BRIGHTON BEST,M4 x 18 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M4,18 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.48,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M20,BRIGHTON BEST,M4 x 20 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M4,20 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.13,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M25,BRIGHTON BEST,M4 x 25 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M4,25 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.2,.03,1,https://i.imgur.com/3T261yg.jpg,
K4M30,BRIGHTON BEST,M4 x 30 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M4,30 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.9,.04,1,https://i.imgur.com/3T261yg.jpg,
K4M35,BRIGHTON BEST,M4 x 35 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M4,35 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,4.3,.04,1,https://i.imgur.com/3T261yg.jpg,
K4M40,BRIGHTON BEST,M4 x 40 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M4,40 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,4.8,.05,1,https://i.imgur.com/3T261yg.jpg,
K2.5M5,BRIGHTON BEST,M2.5-0.45x5 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M2.5,5 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.78,.02,1,https://i.imgur.com/3T261yg.jpg,
K4M55,BRIGHTON BEST,M4-0.70x55 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M4,55 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,4.98,.05,1,https://i.imgur.com/3T261yg.jpg,
K4M60,BRIGHTON BEST,M4 x 60 COUNTERSUNK SOCKET HEAD - SELF COLOUR,,METRIC,M4,60 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,6.23,.06,1,https://i.imgur.com/3T261yg.jpg,
K4M70,BRIGHTON BEST,M4-0.70x70 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M4,70 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,8.73,.09,1,https://i.imgur.com/3T261yg.jpg,
K2.5M6,BRIGHTON BEST,M2.5-0.45x6 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M2.5,6 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.23,.01,1,https://i.imgur.com/3T261yg.jpg,
K5M6,BRIGHTON BEST,M5-0.80x6 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M5,6 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.18,.02,1,https://i.imgur.com/3T261yg.jpg,
K2.5M10,BRIGHTON BEST,M2.5-0.45x10 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M2.5,10 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.43,.01,1,https://i.imgur.com/3T261yg.jpg,
K5M8,BRIGHTON BEST,M5 x 8 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M5,8 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.1,.02,1,https://i.imgur.com/3T261yg.jpg,
K5M15,BRIGHTON BEST,M5 x 15 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M5,15 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.68,.02,1,https://i.imgur.com/3T261yg.jpg,
K5M10,BRIGHTON BEST,M5 x 10 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M5,10 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.15,.02,1,https://i.imgur.com/3T261yg.jpg,
K2.5M12,BRIGHTON BEST,M2.5-0.45x12 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M2.5,12 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,1.75,.02,1,https://i.imgur.com/3T261yg.jpg,
K5M12,BRIGHTON BEST,M5 x 12 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M5,12 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2,.02,1,https://i.imgur.com/3T261yg.jpg,
K5M14,BRIGHTON BEST,M5 x 14 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M5,14 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.95,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M16,BRIGHTON BEST,M5 x 16 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M5,16 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.63,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M18,BRIGHTON BEST,M5 x 18 COUNTERSUNK SOCKET GRADE10.9 - SELF COLOUR,,METRIC,M5,18 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.75,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M20,BRIGHTON BEST,M5 x 20 - COUNTERSUNK - GRADE 10.9 - SELF COLOUR,,METRIC,M5,20 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.78,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M22,BRIGHTON BEST,M5 x 22 - SOCKET COUNTERSUNK - 10.9 - SELF COLOUR,,METRIC,M5,22 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.1,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M25,BRIGHTON BEST,M5 x 25 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M5,25 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M55,BRIGHTON BEST,M5 x 55 COUNTERSUNK SOCKET HEAD - SELF COLOUR,,METRIC,M5,55 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,5.4,.05,1,https://i.imgur.com/3T261yg.jpg,
K5M30,BRIGHTON BEST,M5 x 30 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M5,30 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.33,.03,1,https://i.imgur.com/3T261yg.jpg,
K5M60,BRIGHTON BEST,M5-0.80x60 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M5,60 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,5.55,.06,1,https://i.imgur.com/3T261yg.jpg,
K5M35,BRIGHTON BEST,M5 x 35 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M5,35 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.73,.04,1,https://i.imgur.com/3T261yg.jpg,
K5M65,BRIGHTON BEST,M5-0.80x65 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M5,65 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,12.8,.13,1,https://i.imgur.com/3T261yg.jpg,
K5M40,BRIGHTON BEST,M5 x 40 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M5,40 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,4.45,.04,1,https://i.imgur.com/3T261yg.jpg,
K5M70,BRIGHTON BEST,M5 x 70 COUNTERSUNK SOCKET HEAD - SELF COLOUR,,METRIC,M5,70 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,15.5,.16,1,https://i.imgur.com/3T261yg.jpg,
K5M45,BRIGHTON BEST,M5 x 45 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M5,45 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,4.98,.05,1,https://i.imgur.com/3T261yg.jpg,
K5M80,BRIGHTON BEST,M5 x 80 SOCKET COUNTERSUNK GRADE 10.9 -SELF COLOUR,,METRIC,M5,80 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,15.88,.16,1,https://i.imgur.com/3T261yg.jpg,
K5M50,BRIGHTON BEST,M5 x 50 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M5,50 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,6.58,.07,1,https://i.imgur.com/3T261yg.jpg,
K5M90,BRIGHTON BEST,M5-0.80x90 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M5,90 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,22,.22,1,https://i.imgur.com/3T261yg.jpg,
K5M100,BRIGHTON BEST,M5-0.80x100 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M5,100 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,39.93,.4,1,https://i.imgur.com/3T261yg.jpg,
K6M8,BRIGHTON BEST,M6 x 8 COUNTERSUNK SOCKET HEAD 12.9 - SELF COLOUR,,METRIC,M6,8 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.5,.03,1,https://i.imgur.com/3T261yg.jpg,
K4M45,BRIGHTON BEST,M4-0.70x45 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M4,45 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.73,.04,1,https://i.imgur.com/3T261yg.jpg,
K4M50,BRIGHTON BEST,M4-0.70x50 ,DIN 7991 SOC CSK SCREWS 10.9 DIN 7991,,METRIC,M4,50 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,5.68,.06,1,https://i.imgur.com/3T261yg.jpg,
K6M12,BRIGHTON BEST,M6 x 12 - COUNTERSUNK - GRADE 10.9 - SELF COLOUR,,METRIC,M6,12 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.38,.02,1,https://i.imgur.com/3T261yg.jpg,
K6M14,BRIGHTON BEST,M6 x 14 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M6,14 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.93,.03,1,https://i.imgur.com/3T261yg.jpg,
K6M16,BRIGHTON BEST,M6 x 16 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M6,16 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.48,.02,1,https://i.imgur.com/3T261yg.jpg,
K6M18,BRIGHTON BEST,M6 x 18 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M6,18 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.5,.04,1,https://i.imgur.com/3T261yg.jpg,
K6M20,BRIGHTON BEST,M6 x 20 - COUNTERSUNK SOCKET 10.9 - SELF COLOUR,,METRIC,M6,20 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,2.83,.03,1,https://i.imgur.com/3T261yg.jpg,
K6M15,BRIGHTON BEST,M6 x 15 COUNTERSUNK SOCKET SCREWS 10.9,,METRIC,M6,15 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.08,.03,1,https://i.imgur.com/3T261yg.jpg,
K6M25,BRIGHTON BEST,M6 x 25 - COUNTERSUNK SOCKET - 10.9 - SELF COLOUR,,METRIC,M6,25 MM,SELF COLOUR,GRADE 10.9,,,1,,100,IMPORTED,,,-,-,SOCKET PRODUCTS/SOCKET COUNTERSUNK/SOCKET COUNTERSUNK - 10.9 - SELF COLOUR"1,3.3,.03,1,https://i.imgur.com/3T261yg.jpg,
