sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images
"CF84203",,,,,,,,,,,,,,,,,,,,,,,,
"CF84204",,,,,,,,,,,,,,,,,,,,,,,,
"CF84205",,,,,,,,,,,,,,,,,,,,,,,,
"CF84206",,,,,,,,,,,,,,,,,,,,,,,,
"CF84206.5",,,,,,,,,,,,,,,,,,,,,,,,
"CF84207",,,,,,,,,,,,,,,,,,,,,,,,
"CF84208",,,,,,,,,,,,,,,,,,,,,,,,
"CF84209",,,,,,,,,,,,,,,,,,,,,,,,
"CF84210",,,,,,,,,,,,,,,,,,,,,,,,
"CF84210.5",,,,,,,,,,,,,,,,,,,,,,,,
"CF84211",,,,,,,,,,,,,,,,,,,,,,,,
"CF84212",,,,,,,,,,,,,,,,,,,,,,,,
"CF84303",,,,,,,,,,,,,,,,,,,,,,,,
"CF84304",,,,,,,,,,,,,,,,,,,,,,,,
"CF84305",,,,,,,,,,,,,,,,,,,,,,,,
"CF84306",,,,,,,,,,,,,,,,,,,,,,,,
"CF84306.5",,,,,,,,,,,,,,,,,,,,,,,,
"CF84307",,,,,,,,,,,,,,,,,,,,,,,,
"CF84308",,,,,,,,,,,,,,,,,,,,,,,,
"CF84309",,,,,,,,,,,,,,,,,,,,,,,,
"CF84310",,,,,,,,,,,,,,,,,,,,,,,,
"CF84310.5",,,,,,,,,,,,,,,,,,,,,,,,
"CF84311",,,,,,,,,,,,,,,,,,,,,,,,
"CF84312",,,,,,,,,,,,,,,,,,,,,,,,
"SCAWWHVWL",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWLO",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWLP",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWM",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWMO",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWMP",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWXL",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWXO",,,,,,,,,,,,,,,,,,,,,5.03,,,
"SCAWWHVWXXL",,,,,,,,,,,,,,,,,,,,,5.03,,,
"STRHS102FCW",,,,,,,,,,,,,,,,,,,,,33.1,,,
"STRHS111FCW",,,,,,,,,,,,,,,,,,,,,47.1,,,
"STRHS114FCW",,,,,,,,,,,,,,,,,,,,,48.43,,,
"STRHS118FCW",,,,,,,,,,,,,,,,,,,,,50.85,,,
"STRHS121FCW",,,,,,,,,,,,,,,,,,,,,56.18,,,
"STRHS127FCW",,,,,,,,,,,,,,,,,,,,,63.65,,,
"STRHS140FCW",,,,,,,,,,,,,,,,,,,,,71.85,,,
"STRHS19FCW",,,,,,,,,,,,,,,,,,,,,10.33,,,
"STRHS20FCW",,,,,,,,,,,,,,,,,,,,,10.33,,,
"STRHS22FCW",,,,,,,,,,,,,,,,,,,,,10.78,,,
"STRHS25FCW",,,,,,,,,,,,,,,,,,,,,13.23,,,
"STRHS27FCW",,,,,,,,,,,,,,,,,,,,,13.7,,,
"STRHS29FCW",,,,,,,,,,,,,,,,,,,,,14.7,,,
"STRHS30FCW",,,,,,,,,,,,,,,,,,,,,15.43,,,
"STRHS32FCW",,,,,,,,,,,,,,,,,,,,,15.43,,,
"STRHS38FCW",,,,,,,,,,,,,,,,,,,,,16.85,,,
"STRHS40FCW",,,,,,,,,,,,,,,,,,,,,18.18,,,
"STRHS41FCW",,,,,,,,,,,,,,,,,,,,,18.33,,,
"STRHS44FCW",,,,,,,,,,,,,,,,,,,,,19.03,,,
"STRHS48FCW",,,,,,,,,,,,,,,,,,,,,19.03,,,
"STRHS51FCW",,,,,,,,,,,,,,,,,,,,,19.03,,,
"STRHS54FCW",,,,,,,,,,,,,,,,,,,,,20.38,,,
"STRHS57FCW",,,,,,,,,,,,,,,,,,,,,21.2,,,
"STRHS60FCW",,,,,,,,,,,,,,,,,,,,,21.65,,,
"STRHS64FCW",,,,,,,,,,,,,,,,,,,,,21.8,,,
"STRHS65FCW",,,,,,,,,,,,,,,,,,,,,22.08,,,
"STRHS67FCW",,,,,,,,,,,,,,,,,,,,,22.3,,,
"STRHS68FCW",,,,,,,,,,,,,,,,,,,,,22.33,,,
"STRHS70FCW",,,,,,,,,,,,,,,,,,,,,22.38,,,
"STRHS73FCW",,,,,,,,,,,,,,,,,,,,,22.85,,,
"STRHS76FCW",,,,,,,,,,,,,,,,,,,,,23.3,,,
"STRHS79FCW",,,,,,,,,,,,,,,,,,,,,23.75,,,
"STRHS83FCW",,,,,,,,,,,,,,,,,,,,,24.65,,,
"STRHS86FCW",,,,,,,,,,,,,,,,,,,,,25.48,,,
"STRHS89FCW",,,,,,,,,,,,,,,,,,,,,26.33,,,
"STRHS95FCW",,,,,,,,,,,,,,,,,,,,,29.48,,,
"1280M492000",,,,,,,,,,,,,,,,,,,,,1.01,,,
"1280M660300",,,,,,,,,,,,,,,,,,,,,4.48,,,
"1280M701000",,,,,,,,,,,,,,,,,,,,,15.43,,,
"EDM0232",,,,,,,,,,,,,,,,,,,,,57.58,,,
"EVBANCHGREEN",,,,,,,,,,,,,,,,,,,,,21,,,
"EVBANCHRED",,,,,,,,,,,,,,,,,,,,,12.58,,,
"FAICT1200",,,,,,,,,,,,,,,,,,,,,29.95,,,
"FAICT1200WHD",,,,,,,,,,,,,,,,,,,,,12.63,,,
"FAICT15046SS",,,,,,,,,,,,,,,,,,,,,16.35,,,
"FAICT150B",,,,,,,,,,,,,,,,,,,,,3.33,,,
"FAICT150W",,,,,,,,,,,,,,,,,,,,,3.33,,,
"FAICT200B",,,,,,,,,,,,,,,,,,,,,4.1,,,
"FAICT200W",,,,,,,,,,,,,,,,,,,,,4.1,,,
"FAICT250B",,,,,,,,,,,,,,,,,,,,,6.63,,,
"FAICT250W",,,,,,,,,,,,,,,,,,,,,6.63,,,
"FAICT29046SS",,,,,,,,,,,,,,,,,,,,,21.38,,,
"FAICT300B",,,,,,,,,,,,,,,,,,,,,7.7,,,
"FAICT300W",,,,,,,,,,,,,,,,,,,,,7.7,,,
"FAICT36079SS",,,,,,,,,,,,,,,,,,,,,37.43,,,
"FAICT400",,,,,,,,,,,,,,,,,,,,,15.88,,,
"FAICT600WHD",,,,,,,,,,,,,,,,,,,,,5.15,,,
"FAICT68079SS",,,,,,,,,,,,,,,,,,,,,56.28,,,
"FAICT900WHD",,,,,,,,,,,,,,,,,,,,,8.3,,,
"FAIHC105B",,,,,,,,,,,,,,,,,,,,,3.2,,,
"FAIHC115B",,,,,,,,,,,,,,,,,,,,,3.48,,,
"FAIHC125B",,,,,,,,,,,,,,,,,,,,,3.73,,,
"FAIHC1AB",,,,,,,,,,,,,,,,,,,,,.85,,,
"FAIHC1ASSB",,,,,,,,,,,,,,,,,,,,,2.4,,,
"FAIHC1AWSB",,,,,,,,,,,,,,,,,,,,,1.4,,,
"FAIHC1B",,,,,,,,,,,,,,,,,,,,,.88,,,
"FAIHC1MB",,,,,,,,,,,,,,,,,,,,,.93,,,
"FAIHC1MSSB",,,,,,,,,,,,,,,,,,,,,2.63,,,
"FAIHC1SSB",,,,,,,,,,,,,,,,,,,,,2.48,,,
"FAIHC1XB",,,,,,,,,,,,,,,,,,,,,.93,,,
"FAIHC1XSSB",,,,,,,,,,,,,,,,,,,,,2.53,,,
"FAIHC1XWSB",,,,,,,,,,,,,,,,,,,,,1.45,,,
"FAIHC2AB",,,,,,,,,,,,,,,,,,,,,.95,,,
"FAIHC2ASSB",,,,,,,,,,,,,,,,,,,,,2.8,,,
"FAIHC2AWSB",,,,,,,,,,,,,,,,,,,,,1.5,,,
"FAIHC2B",,,,,,,,,,,,,,,,,,,,,.98,,,
"FAIHC2SSB",,,,,,,,,,,,,,,,,,,,,2.98,,,
"FAIHC2XB",,,,,,,,,,,,,,,,,,,,,1.05,,,
"FAIHC2XSSB",,,,,,,,,,,,,,,,,,,,,3.1,,,
"FAIHC3B",,,,,,,,,,,,,,,,,,,,,1.13,,,
"FAIHC3SSB",,,,,,,,,,,,,,,,,,,,,3.68,,,
"FAIHC3XB",,,,,,,,,,,,,,,,,,,,,1.23,,,
"FAIHC4B",,,,,,,,,,,,,,,,,,,,,1.33,,,
"FAIHC4XB",,,,,,,,,,,,,,,,,,,,,1.45,,,
"FAIHC5B",,,,,,,,,,,,,,,,,,,,,1.65,,,
"FAIHC6B",,,,,,,,,,,,,,,,,,,,,1.8,,,
"FAIHC6XB",,,,,,,,,,,,,,,,,,,,,1.93,,,
"FAIHC75B",,,,,,,,,,,,,,,,,,,,,2.48,,,
"FAIHC7B",,,,,,,,,,,,,,,,,,,,,2.03,,,
"FAIHC85B",,,,,,,,,,,,,,,,,,,,,2.73,,,
"FAIHC95B",,,,,,,,,,,,,,,,,,,,,2.98,,,
"FAIHCMOOB",,,,,,,,,,,,,,,,,,,,,.65,,,
"FAIHCMOOSSB",,,,,,,,,,,,,,,,,,,,,1.75,,,
"FAIHCOB",,,,,,,,,,,,,,,,,,,,,.78,,,
"FAIHCOOB",,,,,,,,,,,,,,,,,,,,,.68,,,
"FAIHCOOOB",,,,,,,,,,,,,,,,,,,,,.65,,,
"FAIHCOOOSSB",,,,,,,,,,,,,,,,,,,,,1.75,,,
"FAIHCOOSSB",,,,,,,,,,,,,,,,,,,,,1.78,,,
"FAIHCOOWSB",,,,,,,,,,,,,,,,,,,,,1.4,,,
"FAIHCOSSB",,,,,,,,,,,,,,,,,,,,,2.18,,,
"FAIHCOXB",,,,,,,,,,,,,,,,,,,,,.8,,,
"FAIHCOXSSB",,,,,,,,,,,,,,,,,,,,,2.23,,,
"FAIHCOXWSB",,,,,,,,,,,,,,,,,,,,,1.4,,,
"FAISDFLEX",,,,,,,,,,,,,,,,,,,,,9.08,,,
"FAISDHOSE",,,,,,,,,,,,,,,,,,,,,9.08,,,
"FORBP",,,,,,,,,,,,,,,,,,,,,15.9,,,
"FORCB10100M",,,,,,,,,,,,,,,,,,,,,4.68,,,
"FORCB10110M",,,,,,,,,,,,,,,,,,,,,5.05,,,
"FORCB10130M",,,,,,,,,,,,,,,,,,,,,5.58,,,
"FORCB10150M",,,,,,,,,,,,,,,,,,,,,6.53,,,
"FORCB10160M",,,,,,,,,,,,,,,,,,,,,6.88,,,
"FORCB10180M",,,,,,,,,,,,,,,,,,,,,7.38,,,
"FORCB10200M",,,,,,,,,,,,,,,,,,,,,7.95,,,
"FORCB10240M",,,,,,,,,,,,,,,,,,,,,9.3,,,
"FORCB10280M",,,,,,,,,,,,,,,,,,,,,10.65,,,
"FORCB10300M",,,,,,,,,,,,,,,,,,,,,12.65,,,
"FORCB1050M",,,,,,,,,,,,,,,,,,,,,3.15,,,
"FORCB1065M",,,,,,,,,,,,,,,,,,,,,3.58,,,
"FORCB1075M",,,,,,,,,,,,,,,,,,,,,3.85,,,
"FORCB12100G",,,,,,,,,,,,,,,,,,,,,3.58,,,
"FORCB12130G",,,,,,,,,,,,,,,,,,,,,4.4,,,
"FORCB12150G",,,,,,,,,,,,,,,,,,,,,4.68,,,
"FORCB12180G",,,,,,,,,,,,,,,,,,,,,5.63,,,
"FORCB12200G",,,,,,,,,,,,,,,,,,,,,6.45,,,
"FORCB12240G",,,,,,,,,,,,,,,,,,,,,7.08,,,
"FORCB1275G",,,,,,,,,,,,,,,,,,,,,3.38,,,
"FORCB6100G",,,,,,,,,,,,,,,,,,,,,1.7,,,
"FORCB6130M",,,,,,,,,,,,,,,,,,,,,2.15,,,
"FORCB6150G",,,,,,,,,,,,,,,,,,,,,2.4,,,
"FORCB640G",,,,,,,,,,,,,,,,,,,,,1.18,,,
"FORCB650G",,,,,,,,,,,,,,,,,,,,,1.25,,,
"FORCB665G",,,,,,,,,,,,,,,,,,,,,1.33,,,
"FORCB675G",,,,,,,,,,,,,,,,,,,,,1.53,,,
"FORCB8100G",,,,,,,,,,,,,,,,,,,,,2.95,,,
"FORCB8110G",,,,,,,,,,,,,,,,,,,,,3.08,,,
"FORCB8130G",,,,,,,,,,,,,,,,,,,,,3.5,,,
"FORCB8150G",,,,,,,,,,,,,,,,,,,,,4.05,,,
"FORCB8160M",,,,,,,,,,,,,,,,,,,,,4.03,,,
"FORCB8180M",,,,,,,,,,,,,,,,,,,,,4.58,,,
"FORCB8200M",,,,,,,,,,,,,,,,,,,,,5.05,,,
"FORCB840G",,,,,,,,,,,,,,,,,,,,,1.8,,,
"FORCB850G",,,,,,,,,,,,,,,,,,,,,2.33,,,
"FORCB865G",,,,,,,,,,,,,,,,,,,,,2.43,,,
"FORCB875G",,,,,,,,,,,,,,,,,,,,,2.5,,,
"FORCB890G",,,,,,,,,,,,,,,,,,,,,2.63,,,
