sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
RCL05034,TOOLBANK,"INSERTS FREE RUN METRIC M3.0 - 0.50 PITCH X 2.0D","INSERTS FREE RUN METRIC M3.0 - 0.50 PITCH X 2.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.45,.45,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05043,TOOLBANK,"INSERTS FREE RUN METRIC M4.0 - 0.70 PITCH X 1.5D","INSERTS FREE RUN METRIC M4.0 - 0.70 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.33,.33,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05044,TOOLBANK,"INSERTS FREE RUN METRIC M4.0 - 0.70 PITCH X 2.0D","INSERTS FREE RUN METRIC M4.0 - 0.70 PITCH X 2.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.45,.45,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05052,TOOLBANK,"INSERTS FREE RUN METRIC M5.0 - 0.80 PITCH X 1.0D","INSERTS FREE RUN METRIC M5.0 - 0.80 PITCH X 1.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.33,.33,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05053,TOOLBANK,"INSERTS FREE RUN METRIC M5.0 - 0.80 PITCH X 1.5D","INSERTS FREE RUN METRIC M5.0 - 0.80 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.33,.33,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05054,TOOLBANK,"INSERTS FREE RUN METRIC M5.0 - 0.80 PITCH X 2.0D","INSERTS FREE RUN METRIC M5.0 - 0.80 PITCH X 2.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.38,.38,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05062,TOOLBANK,"INSERTS FREE RUN METRIC M6.0 - 1.00 PITCH X 1.0D","INSERTS FREE RUN METRIC M6.0 - 1.00 PITCH X 1.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.33,.33,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05063,TOOLBANK,"INSERTS FREE RUN METRIC M6.0 - 1.00 PITCH X 1.5D","INSERTS FREE RUN METRIC M6.0 - 1.00 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.33,.33,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05065,TOOLBANK,"INSERTS FREE RUN METRIC M6.0 - 1.00 PITCH X 2.5D","INSERTS FREE RUN METRIC M6.0 - 1.00 PITCH X 2.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.45,.45,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05082,TOOLBANK,"INSERTS FREE RUN METRIC M8.0 - 1.25 PITCH X 1.0D","INSERTS FREE RUN METRIC M8.0 - 1.25 PITCH X 1.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.35,.35,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05083,TOOLBANK,"INSERTS FREE RUN METRIC M8.0 - 1.25 PITCH X 1.5D","INSERTS FREE RUN METRIC M8.0 - 1.25 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.38,.38,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05084,TOOLBANK,"INSERTS FREE RUN METRIC M8.0 - 1.25 PITCH X 2.0D","INSERTS FREE RUN METRIC M8.0 - 1.25 PITCH X 2.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.48,.48,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05103,TOOLBANK,"INSERTS FREE RUN METRIC M10.0 - 1.50 PITCH X 1.5D","INSERTS FREE RUN METRIC M10.0 - 1.50 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.45,.45,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05104,TOOLBANK,"INSERTS FREE RUN METRIC M10.0 - 1.50 PITCH X 2.0D","INSERTS FREE RUN METRIC M10.0 - 1.50 PITCH X 2.0D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.68,.68,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05123,TOOLBANK,"INSERTS FREE RUN METRIC M12.0 - 1.75 PITCH X 1.5D","INSERTS FREE RUN METRIC M12.0 - 1.75 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,.73,.73,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL05163,TOOLBANK,"INSERTS FREE RUN METRIC M16.0 - 2.00 PITCH X 1.5D","INSERTS FREE RUN METRIC M16.0 - 2.00 PITCH X 1.5D",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,1.18,1.18,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL05033.jpg,
RCL20043,TOOLBANK,"INSERTS BSF 1/4 - 26 TPI 10 INSERTS","INSERTS BSF 1/4 - 26 TPI 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,7.28,7.28,1,https://franciskirk.shop/var/import/images/RCL20043.jpg,
RCL23043,TOOLBANK,"INSERT UNC 1/4 - 20 TPI 10 INSERTS","INSERT UNC 1/4 - 20 TPI 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,5.05,5.05,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL23053,TOOLBANK,"INSERT UNC 5/16 - 18 TPI 10 INSERTS","INSERT UNC 5/16 - 18 TPI 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,5.95,5.95,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL23063,TOOLBANK,"INSERT UNC 3/8 - 16 TPI 10 INSERTS","INSERT UNC 3/8 - 16 TPI 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,8.63,8.63,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL23103,TOOLBANK,"INSERT UNC 5/8 - 11 TPI X 1.5D 5 INSERTS","INSERT UNC 5/8 - 11 TPI X 1.5D 5 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,9.58,9.58,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL24053,TOOLBANK,"INSERT UNF 5/16 - 24 TPI 10 INSERTS","INSERT UNF 5/16 - 24 TPI 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,7,7,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL24063,TOOLBANK,"INSERT KIT UNF 3/8 - 24 TPI 10 INSERTS","INSERT KIT UNF 3/8 - 24 TPI 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,7.55,7.55,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL25033,TOOLBANK,"INSERTS METRIC COARSE M3.0 - 0.5 PITCH 10 INSERTS","INSERTS METRIC COARSE M3.0 - 0.5 PITCH 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,5.18,5.18,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL25043,TOOLBANK,"INSERTS METRIC COARSE M4.0 - 0.7 PITCH 10 INSERTS","INSERTS METRIC COARSE M4.0 - 0.7 PITCH 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,4.93,4.93,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL25053,TOOLBANK,"INSERTS METRIC COARSE M5.0 - 0.8 PITCH 10 INSERTS","INSERTS METRIC COARSE M5.0 - 0.8 PITCH 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,4.53,4.53,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
RCL25063,TOOLBANK,"INSERTS METRIC COARSE M6.0 - 1.0 PITCH 10 INSERTS","INSERTS METRIC COARSE M6.0 - 1.0 PITCH 10 INSERTS",,,,,,,,1,,1,RECOIL,,,,,"INSERTS/THREADED INSERTS",1,4.78,4.78,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/RCL20043.jpg,
