sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
HS8118C3,BRIGHTON BEST,"1 1/8"-7x3"(FT)HEXAGON SET SCREW GRADE 8 UNC AL","1 1/8"-7x3"(FT)HEXAGON SET SCREW GRADE 8 UNC AL",UNC,1-1/8",3",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON SET/HEXAGON SET - 8.8 - SELF COLOUR",1,438.33,4.38,1,https://i.imgur.com/H8JtNUl.jpg,
HS8118C312,BRIGHTON BEST,"1 1/8"-7x3 1/2"(FT)HEXAGON SET SCREW GRADE 8 UN","1 1/8"-7x3 1/2"(FT)HEXAGON SET SCREW GRADE 8 UN",UNC,1-1/8",3-1/2",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON SET/HEXAGON SET - 8.8 - SELF COLOUR",1,370.48,3.7,1,https://i.imgur.com/H8JtNUl.jpg,
HB8118C412,BRIGHTON BEST,"1 1/8"-7x4 1/2"(PT)HEXAGON BOLT GRADE 8 UNC ALL","1 1/8"-7x4 1/2"(PT)HEXAGON BOLT GRADE 8 UNC ALL",UNC,1-1/8",4-1/2",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,478.05,4.78,1,https://i.imgur.com/m784BDz.jpg,
HB8118C5,BRIGHTON BEST,"1 1/8"-7x5"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY","1 1/8"-7x5"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY",UNC,1-1/8",5",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,719.38,7.19,1,https://i.imgur.com/m784BDz.jpg,
HB8118C7,BRIGHTON BEST,"1 1/8"-7x7"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY","1 1/8"-7x7"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY",UNC,1-1/8",7",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,761.2,7.61,1,https://i.imgur.com/m784BDz.jpg,
HB8118C9,BRIGHTON BEST,"1 1/8"-7x9"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY","1 1/8"-7x9"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY",UNC,1-1/8",9",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,864.28,8.64,1,https://i.imgur.com/m784BDz.jpg,
HB8118C10,BRIGHTON BEST,"1 1/8"-7x10"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY","1 1/8"-7x10"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY",UNC,1-1/8",10",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,1516.9,15.17,1,https://i.imgur.com/m784BDz.jpg,
HB8118F412,BRIGHTON BEST,"1 1/8"-12x4 1/2"(PT)HEXAGON BOLT GRADE 8 UNF AL","1 1/8"-12x4 1/2"(PT)HEXAGON BOLT GRADE 8 UNF AL",UNF,1-1/8",4-1/2",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,515.75,5.16,1,https://i.imgur.com/m784BDz.jpg,
HB8118F5,BRIGHTON BEST,"1 1/8"-12x5"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY","1 1/8"-12x5"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY",UNF,1-1/8",5",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,656.25,6.56,1,https://i.imgur.com/m784BDz.jpg,
HB8118F7,BRIGHTON BEST,"1 1/8"-12x7"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY","1 1/8"-12x7"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY",UNF,1-1/8",7",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,837.58,8.38,1,https://i.imgur.com/m784BDz.jpg,
HB8118F8,BRIGHTON BEST,"1 1/8"-12x8"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY","1 1/8"-12x8"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY",UNF,1-1/8",8",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,1108.33,11.08,1,https://i.imgur.com/m784BDz.jpg,
HB8118F9,BRIGHTON BEST,"1 1/8"-12x9"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY","1 1/8"-12x9"(PT)HEXAGON BOLT GRADE 8 UNF ALLOY",UNF,1-1/8",9",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,1113.15,11.13,1,https://i.imgur.com/m784BDz.jpg,
HS8114C3,BRIGHTON BEST,"1 1/4"-7x3"(FT)HEXAGON SET SCREW GRADE 8 UNC AL","1 1/4"-7x3"(FT)HEXAGON SET SCREW GRADE 8 UNC AL",UNC,1-1/4",3",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON SET/HEXAGON SET - 8.8 - SELF COLOUR",1,467.48,4.67,1,https://i.imgur.com/H8JtNUl.jpg,
HS8114C312,BRIGHTON BEST,"1 1/4"-7x3 1/2"(FT)HEXAGON SET SCREW GRADE 8 UN","1 1/4"-7x3 1/2"(FT)HEXAGON SET SCREW GRADE 8 UN",UNC,1-1/4",3-1/2",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON SET/HEXAGON SET - 8.8 - SELF COLOUR",1,865.93,8.66,1,https://i.imgur.com/H8JtNUl.jpg,
HB8114C412,BRIGHTON BEST,"1 1/4"-7x4 1/2"(PT)HEXAGON BOLT GRADE 8 UNC ALL","1 1/4"-7x4 1/2"(PT)HEXAGON BOLT GRADE 8 UNC ALL",UNC,1-1/4",4-1/2",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,633.95,6.34,1,https://i.imgur.com/m784BDz.jpg,
HB8114C5,BRIGHTON BEST,"1 1/4"-7x5"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY","1 1/4"-7x5"(PT)HEXAGON BOLT GRADE 8 UNC ALLOY",UNC,1-1/4",5",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,1098.3,10.98,1,https://i.imgur.com/m784BDz.jpg,
HB8114C512,BRIGHTON BEST,"1 1/4"-7x5 1/2"(PT)HEXAGON BOLT GRADE 8 UNC ALL","1 1/4"-7x5 1/2"(PT)HEXAGON BOLT GRADE 8 UNC ALL",UNC,1-1/4",5-1/2",SELF COLOUR,GRADE 8.8,,,1,,100,IMPORTED,,,,,"HEXAGONAL PRODUCTS/HEXAGON BOLT/HEXAGON BOLT - 8.8 - SELF COLOUR",1,796.38,7.96,1,https://i.imgur.com/m784BDz.jpg,
