sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter,,
NNT6MZ,,,,,,,,,,,,,,,,,,,,,1.35,0.01,,,,,
NNT8MZ,,,,,,,,,,,,,,,,,,,,,3.1,0.03,,,,,
NNT10MZ,,,,,,,,,,,,,,,,,,,,,6.1,0.06,,,,,
NNT12MZ,,,,,,,,,,,,,,,,,,,,,9.25,0.09,,,,,
NNT48MZ,,,,,,,,,,,,,,,,,,,,,992.83,9.93,,,,,
NNT16MZ,,,,,,,,,,,,,,,,,,,,,16.58,0.17,,,,,
NNT18MZ,,,,,,,,,,,,,,,,,,,,,32.45,0.32,,,,,
NNT20MZ,,,,,,,,,,,,,,,,,,,,,35.43,0.35,,,,,
NNT24MZ,,,,,,,,,,,,,,,,,,,,,73.23,0.73,,,,,
NNT30MZ,,,,,,,,,,,,,,,,,,,,,210.3,2.1,,,,,
NNT36MZ,,,,,,,,,,,,,,,,,,,,,364.73,3.65,,,,,
NNP3MZ,,,,,,,,,,,,,,,,,,,,,1.95,0.02,,,,,
NNP4MZ,,,,,,,,,,,,,,,,,,,,,1.33,0.01,,,,,
NNP5MZ,,,,,,,,,,,,,,,,,,,,,1.65,0.02,,,,,
NNP8MZ,,,,,,,,,,,,,,,,,,,,,3.18,0.03,,,,,
NNP10MZ,,,,,,,,,,,,,,,,,,,,,6.88,0.07,,,,,
NNP12MZ,,,,,,,,,,,,,,,,,,,,,11.38,0.11,,,,,
NNP14MZ,,,,,,,,,,,,,,,,,,,,,20.33,0.2,,,,,
NNP16MZ,,,,,,,,,,,,,,,,,,,,,18.48,0.18,,,,,
NNP20MZ,,,,,,,,,,,,,,,,,,,,,42.1,0.42,,,,,
FN14C,,,,,,,,,,,,,,,,,,,,,1.5,0.02,,,,,
FN516C,,,,,,,,,,,,,,,,,,,,,3,0.03,,,,,
FN38C,,,,,,,,,,,,,,,,,,,,,5.23,0.05,,,,,
FN716C,,,,,,,,,,,,,,,,,,,,,6.75,0.07,,,,,
FN12C,,,,,,,,,,,,,,,,,,,,,8.9,0.09,,,,,
FN58C,,,,,,,,,,,,,,,,,,,,,16.78,0.17,,,,,
FN78C,,,,,,,,,,,,,,,,,,,,,64.5,0.65,,,,,
FN1C,,,,,,,,,,,,,,,,,,,,,75.5,0.76,,,,,
LN14IZ,,,,,,,,,,,,,,,,,,,,,2.88,0.03,,,,,
LN516IZ,,,,,,,,,,,,,,,,,,,,,3.83,0.04,,,,,
LN38IZ,,,,,,,,,,,,,,,,,,,,,5.03,0.05,,,,,
LN12IZ,,,,,,,,,,,,,,,,,,,,,12.9,0.13,,,,,
LN58CZ,,,,,,,,,,,,,,,,,,,,,30.63,0.31,,,,,
LN58IZ,,,,,,,,,,,,,,,,,,,,,28.03,0.28,,,,,
LN34IZ,,,,,,,,,,,,,,,,,,,,,50.05,0.5,,,,,
LN1IZ,,,,,,,,,,,,,,,,,,,,,112.83,1.13,,,,,
LN6MZ,,,,,,,,,,,,,,,,,,,,,2.7,0.03,,,,,
LN8MZ,,,,,,,,,,,,,,,,,,,,,5.3,0.05,,,,,
LN10MZ,,,,,,,,,,,,,,,,,,,,,9.6,0.1,,,,,
LN16MZ,,,,,,,,,,,,,,,,,,,,,28.03,0.28,,,,,
LNET4IZ,,,,,,,,,,,,,,,,,,,,,1.28,0.01,,,,,
LNET5IZ,,,,,,,,,,,,,,,,,,,,,1.28,0.01,,,,,
LNET6IZ,,,,,,,,,,,,,,,,,,,,,1.35,0.01,,,,,
LNET8IZ,,,,,,,,,,,,,,,,,,,,,1.65,0.02,,,,,
LNET10IZ,,,,,,,,,,,,,,,,,,,,,1.98,0.02,,,,,
LNET12IZ,,,,,,,,,,,,,,,,,,,,,3,0.03,,,,,
LNET14IZ,,,,,,,,,,,,,,,,,,,,,3.08,0.03,,,,,
LNET516IZ,,,,,,,,,,,,,,,,,,,,,5.1,0.05,,,,,
LNET38IZ,,,,,,,,,,,,,,,,,,,,,7.15,0.07,,,,,
FN4M,,,,,,,,,,,,,,,,,,,,,0.63,0.01,,,,,
FN45M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN10M,,,,,,,,,,,,,,,,,,,,,5.7,0.06,,,,,
FN12M,,,,,,,,,,,,,,,,,,,,,4.83,0.05,,,,,
FN24M,,,,,,,,,,,,,,,,,,,,,39.38,0.39,,,,,
NNP158CZ,,,,,,,,,,,,,,,,,,,,,927.2,9.27,,,,,
NNP212CZ,,,,,,,,,,,,,,,,,,,,,3251,32.51,,,,,
NNP234CZ,,,,,,,,,,,,,,,,,,,,,3797.23,37.97,,,,,
NNP3CZ,,,,,,,,,,,,,,,,,,,,,6703.45,67.03,,,,,
FN214IZY,,,,,,,,,,,,,,,,,,,,,987.45,9.87,,,,,
FN214IZ,,,,,,,,,,,,,,,,,,,,,1919.93,19.2,,,,,
FN214CGAL,,,,,,,,,,,,,,,,,,,,,1947.53,19.48,,,,,
FN234CGAL,,,,,,,,,,,,,,,,,,,,,4002,40.02,,,,,
FN334CGAL,,,,,,,,,,,,,,,,,,,,,9530.63,95.31,,,,,
FN4C14Z,,,,,,,,,,,,,,,,,,,,,0.75,0.01,,,,,
FN6C516Z,,,,,,,,,,,,,,,,,,,,,1.38,0.01,,,,,
FN12C716Z,,,,,,,,,,,,,,,,,,,,,1.5,0.02,,,,,
FN516C916Z,,,,,,,,,,,,,,,,,,,,,4.5,0.05,,,,,
FN38C58Z,,,,,,,,,,,,,,,,,,,,,4.5,0.05,,,,,
FN10F38Z,,,,,,,,,,,,,,,,,,,,,2.83,0.03,,,,,
FN14F716Z,,,,,,,,,,,,,,,,,,,,,3,0.03,,,,,
HJN1CGAL,,,,,,,,,,,,,,,,,,,,,72,0.72,,,,,
HJN14C,,,,,,,,,,,,,,,,,,,,,1.88,0.02,,,,,
HJN516C,,,,,,,,,,,,,,,,,,,,,2.6,0.03,,,,,
HJN38C,,,,,,,,,,,,,,,,,,,,,3.75,0.04,,,,,
HJN716C,,,,,,,,,,,,,,,,,,,,,6.75,0.07,,,,,
HJN12C,,,,,,,,,,,,,,,,,,,,,9.7,0.1,,,,,
HJN916C,,,,,,,,,,,,,,,,,,,,,15,0.15,,,,,
HJN34C,,,,,,,,,,,,,,,,,,,,,35.88,0.36,,,,,
HJN14F,,,,,,,,,,,,,,,,,,,,,2.15,0.02,,,,,
HJN38F,,,,,,,,,,,,,,,,,,,,,4.48,0.04,,,,,
HJN12F,,,,,,,,,,,,,,,,,,,,,9.75,0.1,,,,,
HJN916F,,,,,,,,,,,,,,,,,,,,,13.5,0.14,,,,,
HJN34F,,,,,,,,,,,,,,,,,,,,,29.05,0.29,,,,,
HJN118F,,,,,,,,,,,,,,,,,,,,,120.95,1.21,,,,,
HJN112F,,,,,,,,,,,,,,,,,,,,,381,3.81,,,,,
HJN2F,,,,,,,,,,,,,,,,,,,,,643.5,6.44,,,,,
HJN14CZ,,,,,,,,,,,,,,,,,,,,,3.05,0.03,,,,,
HJN516CZ,,,,,,,,,,,,,,,,,,,,,4.33,0.04,,,,,
HJN716CZ,,,,,,,,,,,,,,,,,,,,,6,0.06,,,,,
HJN12CZ,,,,,,,,,,,,,,,,,,,,,10.5,0.11,,,,,
HJN916CZ,,,,,,,,,,,,,,,,,,,,,14.7,0.15,,,,,
HJN58CZ,,,,,,,,,,,,,,,,,,,,,17.55,0.18,,,,,
HJN34CZ,,,,,,,,,,,,,,,,,,,,,33,0.33,,,,,
HJN1CZ,,,,,,,,,,,,,,,,,,,,,107.85,1.08,,,,,
HJN516FZ,,,,,,,,,,,,,,,,,,,,,4.4,0.04,,,,,
HJN38FZ,,,,,,,,,,,,,,,,,,,,,3.75,0.04,,,,,
HJN716FZ,,,,,,,,,,,,,,,,,,,,,8.25,0.08,,,,,
HJN12FZ,,,,,,,,,,,,,,,,,,,,,13.13,0.13,,,,,
HJN916FZ,,,,,,,,,,,,,,,,,,,,,23.85,0.24,,,,,
HJN58FZ,,,,,,,,,,,,,,,,,,,,,21.75,0.22,,,,,
HJN34FZ,,,,,,,,,,,,,,,,,,,,,38.13,0.38,,,,,
HJN78FZ,,,,,,,,,,,,,,,,,,,,,45,0.45,,,,,
HJN114FZ,,,,,,,,,,,,,,,,,,,,,168.6,1.69,,,,,
HJN516CZY,,,,,,,,,,,,,,,,,,,,,2.25,0.02,,,,,
HJN1CZY,,,,,,,,,,,,,,,,,,,,,79.5,0.8,,,,,
HJN34FZY,,,,,,,,,,,,,,,,,,,,,25.5,0.26,,,,,
FN5C516,,,,,,,,,,,,,,,,,,,,,0.78,0.01,,,,,
FN6C516,,,,,,,,,,,,,,,,,,,,,0.75,0.01,,,,,
FN8C1132,,,,,,,,,,,,,,,,,,,,,0.75,0.01,,,,,
FN10C38,,,,,,,,,,,,,,,,,,,,,1.55,0.02,,,,,
FN14C716,,,,,,,,,,,,,,,,,,,,,2.25,0.02,,,,,
FN10F38,,,,,,,,,,,,,,,,,,,,,1.5,0.02,,,,,
FN14F716,,,,,,,,,,,,,,,,,,,,,2.25,0.02,,,,,
FN16MZ,,,,,,,,,,,,,,,,,,,,,13.28,0.13,,,,,
FN3M,,,,,,,,,,,,,,,,,,,,,0.45,0,,,,,
FN5M,,,,,,,,,,,,,,,,,,,,,0.68,0.01,,,,,
FN20M,,,,,,,,,,,,,,,,,,,,,21.88,0.22,,,,,
FN22M,,,,,,,,,,,,,,,,,,,,,23.63,0.24,,,,,
FN33M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN39M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN48M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN52M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN56M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN64M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN68M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
FN80M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
UUFI137,,,,,,,,,,,,,,,,,,,,,320.75,3.21,,,,,
20MCI1054,,,,,,,,,,,,,,,,,,,,,129,1.29,,,,,
FORNUT10M,,,,,,,,,,,,,,,,,,,,,3.88,3.88,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT12M,,,,,,,,,,,,,,,,,,,,,5.48,5.48,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT16M,,,,,,,,,,,,,,,,,,,,,3.65,3.65,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT20M,,,,,,,,,,,,,,,,,,,,,4.3,4.3,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT3M,,,,,,,,,,,,,,,,,,,,,0.6,0.6,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT4M,,,,,,,,,,,,,,,,,,,,,1.05,1.05,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT5M,,,,,,,,,,,,,,,,,,,,,1.45,1.45,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT6M,,,,,,,,,,,,,,,,,,,,,1.75,1.75,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNUT8M,,,,,,,,,,,,,,,,,,,,,3.75,3.75,,,f_auto,q_auto,w_640/toolbank/products/FORNUT5M.jpg
FORNYLOC10G,,,,,,,,,,,,,,,,,,,,,5.15,5.15,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC12G,,,,,,,,,,,,,,,,,,,,,8.45,8.45,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC16M,,,,,,,,,,,,,,,,,,,,,3.53,3.53,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC20M,,,,,,,,,,,,,,,,,,,,,6.4,6.4,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC4M,,,,,,,,,,,,,,,,,,,,,1.8,1.8,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC5M,,,,,,,,,,,,,,,,,,,,,1.98,1.98,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC6M,,,,,,,,,,,,,,,,,,,,,2.83,2.83,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORNYLOC8M,,,,,,,,,,,,,,,,,,,,,5.33,5.33,,,f_auto,q_auto,w_640/toolbank/products/FORNYLOC3M.jpg
FORFPNUT10,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT10.jpg
FORFPNUT10SS,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT10SS.jpg
FORFPNUT12,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12.jpg
FORFPNUT12SS,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12SS.jpg
FORFPNUT16,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12.jpg
FORFPNUT20,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12.jpg
FORFPNUT3,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT3.jpg
FORFPNUT4,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12.jpg
FORFPNUT5,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12.jpg
FORFPNUT6,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT6.jpg
FORFPNUT6SS,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT6SS.jpg
FORFPNUT8,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT12.jpg
FORFPNUT8SS,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUT8SS.jpg
FORFPNUTSET,,,,,,,,,,,,,,,,,,,,,3.4,3.4,,,f_auto,q_auto,w_640/toolbank/products/FORFPNUTSET.jpg
FORFPNYL10,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL10.jpg
FORFPNYL10SS,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL10SS.jpg
FORFPNYL12,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL12.jpg
FORFPNYL12SS,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL12SS.jpg
FORFPNYL16,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL16.jpg
FORFPNYL20,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL16.jpg
FORFPNYL3,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL3.jpg
FORFPNYL4,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL4.jpg
FORFPNYL5,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL5.jpg
FORFPNYL6,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL5.jpg
FORFPNYL6SS,,,,,,,,,,,,,,,,,,,,,3.4,3.4,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL6SS.jpg
FORFPNYL8,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL8.jpg
FORFPNYL8SS,,,,,,,,,,,,,,,,,,,,,3.4,3.4,,,f_auto,q_auto,w_640/toolbank/products/FORFPNYL8SS.jpg
FORPTN6M,,,,,,,,,,,,,,,,,,,,,1.58,1.58,,,f_auto,q_auto,w_640/toolbank/products/FORPTN8.jpg
FORPTN8M,,,,,,,,,,,,,,,,,,,,,1.73,1.73,,,f_auto,q_auto,w_640/toolbank/products/FORPTN8.jpg
FORFPWING10,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,f_auto,q_auto,w_640/toolbank/products/FORFPWING10.jpg
FORFPWING12,,,,,,,,,,,,,,,,,,,,,4.08,4.08,,,f_auto,q_auto,w_640/toolbank/products/FORFPWING12.jpg
FORFPWING5,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPWING5.jpg
FORFPWING6,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPWING6.jpg
FORFPWING8,,,,,,,,,,,,,,,,,,,,,2.03,2.03,,,f_auto,q_auto,w_640/toolbank/products/FORFPWING8.jpg
FORWING10M,,,,,,,,,,,,,,,,,,,,,1.58,1.58,,,f_auto,q_auto,w_640/toolbank/products/FORWING8m.jpg
FORWING12M,,,,,,,,,,,,,,,,,,,,,2.43,2.43,,,f_auto,q_auto,w_640/toolbank/products/FORWING8M.jpg
FORWING5M,,,,,,,,,,,,,,,,,,,,,0.85,0.85,,,f_auto,q_auto,w_640/toolbank/products/FORWING8M.jpg
FORWING6M,,,,,,,,,,,,,,,,,,,,,0.93,0.93,,,f_auto,q_auto,w_640/toolbank/products/FORWING8M.jpg
FORWING8M,,,,,,,,,,,,,,,,,,,,,1.18,1.18,,,f_auto,q_auto,w_640/toolbank/products/FORWING8M.jpg
24MFI1054,,,,,,,,,,,,,,,,,,,,,329.4,3.29,,,,,
30MFJ854,,,,,,,,,,,,,,,,,,,,,1387.5,13.88,,,,,
6I0594,,,,,,,,,,,,,,,,,,,,,7.75,0.08,,,,,
F4723803,,,,,,,,,,,,,,,,,,,,,19.25,0.19,,,,,
LF50042S103,,,,,,,,,,,,,,,,,,,,,22.38,0.22,,,,,
ZAWI100,,,,,,,,,,,,,,,,,,,,,2500,25,,,,,
18MCP831,,,,,,,,,,,,,,,,,,,,,260,2.6,,,,,
UDN6M,,,,,,,,,,,,,,,,,,,,,8.3,0.08,,,,,
UDN8M,,,,,,,,,,,,,,,,,,,,,12.45,0.12,,,,,
UDN10M,,,,,,,,,,,,,,,,,,,,,18.83,0.19,,,,,
UDN12M,,,,,,,,,,,,,,,,,,,,,34.58,0.35,,,,,
UDN14M,,,,,,,,,,,,,,,,,,,,,52.88,0.53,,,,,
UDN16M,,,,,,,,,,,,,,,,,,,,,63.3,0.63,,,,,
UDN20M,,,,,,,,,,,,,,,,,,,,,81.5,0.82,,,,,
FN34C,,,,,,,,,,,,,,,,,,,,,41.68,0.42,,,,,
FN6M,,,,,,,,,,,,,,,,,,,,,0.88,0.01,,,,,
FN6C14Z,,,,,,,,,,,,,,,,,,,,,0.88,0.01,,,,,
FN42M,,,,,,,,,,,,,,,,,,,,,NUTS/HEX NUTS,1,,,1,https://i.imgur.com/lqOMU7C.jpg,
NNP516FZ,,,,,,,,,,,,,,,,,,,,,4.03,0.04,,,,,
NNP78FZ,,,,,,,,,,,,,,,,,,,,,86.88,0.87,,,,,
NNT58CZ,,,,,,,,,,,,,,,,,,,,,18.13,0.18,,,,,
NNT78CZ,,,,,,,,,,,,,,,,,,,,,15.23,0.15,,,,,
NNT14MZ,,,,,,,,,,,,,,,,,,,,,16,0.16,,,,,
NNT27MZ,,,,,,,,,,,,,,,,,,,,,134.08,1.34,,,,,
NNP6MZ,,,,,,,,,,,,,,,,,,,,,1.98,0.02,,,,,
NNP18MZ,,,,,,,,,,,,,,,,,,,,,31.55,0.32,,,,,
