sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images
"BOS1061200SE",TOOLBANK,"STANOX MINI PINS 1061200SE 12MM PACK OF 20000","STANOX MINI PINS 1061200SE 12MM PACK OF 20000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,37.83,37.83,1,https://franciskirk.shop/var/import/images/BOS1061200SE.jpg
"BOS1061800SE",TOOLBANK,"STANOX MINI PINS 1061800SE 18MM PACK OF 20000","STANOX MINI PINS 1061800SE 18MM PACK OF 20000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,48.6,48.6,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOS1061200SE.jpg
"BOS1063000",TOOLBANK,"STANOX MINI PINS 1063000 30MM PACK OF 10000","STANOX MINI PINS 1063000 30MM PACK OF 10000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,29.7,29.7,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOS1061200SE.jpg
"BOSBT1300B1M",TOOLBANK,"BT1300-15 1M BROWN BRAD NAIL 15MM PACK OF 1000","BT1300-15 1M BROWN BRAD NAIL 15MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,4.4,4.4,1,https://franciskirk.shop/var/import/images/BOSBT1300B1M.jpg
"BOSBT1303B1M",TOOLBANK,"BT1300-19 1M BROWN BRAD NAIL 19MM PACK OF 1000","BT1300-19 1M BROWN BRAD NAIL 19MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,4.7,4.7,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1309B1M",TOOLBANK,"BT1309-25 1M BROWN BRAD NAIL 25MM PACK OF 1000","BT1309-25 1M BROWN BRAD NAIL 25MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,4.98,4.98,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1314B1M",TOOLBANK,"BT1314-30 1M BROWN BRAD NAIL 30MM PACK OF 1000","BT1314-30 1M BROWN BRAD NAIL 30MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,5.53,5.53,1,https://franciskirk.shop/var/import/images/BOSBT1314B1M.jpg
"BOSBT1315GA5",TOOLBANK,"BT13-15-GALVANISED BRAD NAIL 15MM PACK OF 5000","BT13-15-GALVANISED BRAD NAIL 15MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,16.78,16.78,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1340GA5.jpg
"BOSBT1320GA5",TOOLBANK,"BT13-20-GALVANISED BRAD NAIL 20MM PACK OF 5000","BT13-20-GALVANISED BRAD NAIL 20MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,19.95,19.95,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1340GA5.jpg
"BOSBT1325GA5",TOOLBANK,"BT13-25-GALVANISED BRAD NAIL 25MM PACK OF 5000","BT13-25-GALVANISED BRAD NAIL 25MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,21.65,21.65,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1340GA5.jpg
"BOSBT1330GA5",TOOLBANK,"BT13-30-GALVANISED BRAD NAIL 30MM PACK OF 5000","BT13-30-GALVANISED BRAD NAIL 30MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,20.65,20.65,1,https://franciskirk.shop/var/import/images/BOSBT1330GA5.jpg
"BOSBT1332B1M",TOOLBANK,"BT1332-32 1M BROWN BRAD NAIL 32MM PACK OF 1000","BT1332-32 1M BROWN BRAD NAIL 32MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,5.83,5.83,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1335B1M",TOOLBANK,"BT1335-35 1M BROWN BRAD NAIL 35MM PACK OF 1000","BT1335-35 1M BROWN BRAD NAIL 35MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,6.23,6.23,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1335GA5",TOOLBANK,"BT13-35-GALVANISED BRAD NAIL 35MM PACK OF 5000","BT13-35-GALVANISED BRAD NAIL 35MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,27.23,27.23,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1340GA5.jpg
"BOSBT1340B1M",TOOLBANK,"BT1340-40 1M BROWN BRAD NAIL 40MM PACK OF 1000","BT1340-40 1M BROWN BRAD NAIL 40MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,6.75,6.75,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1340GA5",TOOLBANK,"BT13-40-GALVANISED BRAD NAIL 40MM PACK OF 5000","BT13-40-GALVANISED BRAD NAIL 40MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,29.18,29.18,1,https://franciskirk.shop/var/import/images/BOSBT1340GA5.jpg
"BOSBT1345B1M",TOOLBANK,"BT1345-45 1M BROWN BRAD NAIL 45MM PACK OF 1000","BT1345-45 1M BROWN BRAD NAIL 45MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,6.85,6.85,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1345GA5",TOOLBANK,"BT13-45-GALVANISED BRAD NAIL 45MM PACK OF 5000","BT13-45-GALVANISED BRAD NAIL 45MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,31.6,31.6,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1340GA5.jpg
"BOSBT1350B1M",TOOLBANK,"BT1350-50 1M BROWN BRAD NAIL 50MM PACK OF 1000","BT1350-50 1M BROWN BRAD NAIL 50MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,7.48,7.48,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1300B1M.jpg
"BOSBT1350GA5",TOOLBANK,"BT13-50-GALVANISED BRAD NAIL 50MM PACK OF 5000","BT13-50-GALVANISED BRAD NAIL 50MM PACK OF 5000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/BRAD NAILS & PINS",1,33.73,33.73,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/BOSBT1340GA5.jpg
"BOSF280R50Q",TOOLBANK,"BRIGHT RING SHANK COIL NAILS 2.8 X 50MM PACK OF  9000","BRIGHT RING SHANK COIL NAILS 2.8 X 50MM PACK OF  9000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/COIL NAILS",1,141.08,141.08,1,https://images-na.ssl-images-amazon.com/images/I/611vw%2BUaseL._AC_SL1000_.jpg
"BOSF280R65GQ",TOOLBANK,"GALVANISED RING SHANK COIL NAILS 2.8 X 65MM PACK OF 7 500","GALVANISED RING SHANK COIL NAILS 2.8 X 65MM PACK OF 7 500",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/COIL NAILS",1,243.35,243.35,1,https://images-na.ssl-images-amazon.com/images/I/611vw%2BUaseL._AC_SL1000_.jpg
"BOSF310R65Q",TOOLBANK,"BRIGHT RING SHANK COIL NAILS 3.1 X 65MM PACK OF 5 400","BRIGHT RING SHANK COIL NAILS 3.1 X 65MM PACK OF 5 400",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/COIL NAILS",1,101.63,101.63,1,https://images-na.ssl-images-amazon.com/images/I/61%2B%2BqhFnFCL._AC_SL1000_.jpg
"BOSF310R75Q",TOOLBANK,"BRIGHT RING SHANK COIL NAILS 3.1 X 75MM PACK OF 5 400","BRIGHT RING SHANK COIL NAILS 3.1 X 75MM PACK OF 5 400",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/COIL NAILS",1,128.63,128.63,1,https://images-na.ssl-images-amazon.com/images/I/61%2B%2BqhFnFCL._AC_SL1000_.jpg
"BOSF310R90GQ",TOOLBANK,"GALVANISED RING SHANK COIL NAILS 3.1 X 90MM PACK OF 4 050","GALVANISED RING SHANK COIL NAILS 3.1 X 90MM PACK OF 4 050",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/COIL NAILS",1,249.45,249.45,1,https://images-na.ssl-images-amazon.com/images/I/61%2B%2BqhFnFCL._AC_SL1000_.jpg
"BOSFLN150",TOOLBANK,"FLN-150 FLOORING CLEAT NAILS 38MM PACK OF 1000","FLN-150 FLOORING CLEAT NAILS 38MM PACK OF 1000",,,,,,,,1,,1,BOSTITCH,,,,,"NAILS, PINS & FIXINGS/NAILS/FLOORING CLEAT NAILS",1,27.53,27.53,1,https://franciskirk.shop/var/import/images/BOSFLN150.jpg
